"t [pixel] #1","x [pixel] #1","t [pixel] #2","x [pixel] #2","t [pixel] #3","x [pixel] #3","t [pixel] #4","x [pixel] #4","t [pixel] #5","x [pixel] #5","t [pixel] #6","x [pixel] #6","t [pixel] #7","x [pixel] #7","t [pixel] #8","x [pixel] #8","t [pixel] #9","x [pixel] #9","t [pixel] #10","x [pixel] #10","t [pixel] #11","x [pixel] #11","t [pixel] #12","x [pixel] #12","t [pixel] #13","x [pixel] #13","t [pixel] #14","x [pixel] #14","t [pixel] #15","x [pixel] #15","t [pixel] #16","x [pixel] #16","t [pixel] #17","x [pixel] #17","t [pixel] #18","x [pixel] #18","t [pixel] #19","x [pixel] #19","t [pixel] #20","x [pixel] #20","t [pixel] #21","x [pixel] #21","t [pixel] #22","x [pixel] #22","t [pixel] #23","x [pixel] #23","t [pixel] #24","x [pixel] #24","t [pixel] #25","x [pixel] #25","t [pixel] #26","x [pixel] #26","t [pixel] #27","x [pixel] #27","t [pixel] #28","x [pixel] #28","t [pixel] #29","x [pixel] #29","t [pixel] #30","x [pixel] #30","t [pixel] #31","x [pixel] #31","t [pixel] #32","x [pixel] #32","t [pixel] #33","x [pixel] #33","t [pixel] #34","x [pixel] #34","t [pixel] #35","x [pixel] #35","t [pixel] #36","x [pixel] #36","t [pixel] #37","x [pixel] #37","t [pixel] #38","x [pixel] #38","t [pixel] #39","x [pixel] #39","t [pixel] #40","x [pixel] #40","t [pixel] #41","x [pixel] #41","t [pixel] #42","x [pixel] #42","t [pixel] #43","x [pixel] #43","t [pixel] #44","x [pixel] #44","t [pixel] #45","x [pixel] #45","t [pixel] #46","x [pixel] #46","t [pixel] #47","x [pixel] #47","t [pixel] #48","x [pixel] #48","t [pixel] #49","x [pixel] #49","t [pixel] #50","x [pixel] #50"
2.2,68.8,2.2,94.4,2.4000000000000004,52.800000000000004,39.,129.6,2.4000000000000004,95.2,2.4000000000000004,99.2,2.4000000000000004,114.4,25.200000000000003,116.,2.4000000000000004,140.8,2.4000000000000004,150.4,2.6,4.,2.6,107.2,15.600000000000001,108.80000000000001,2.8000000000000003,132.8,3.2,26.400000000000002,4.2,67.2,5.,29.6,6.,12.8,13.8,35.2,6.2,56.800000000000004,8.,144.,8.6,98.4,8.8,98.4,8.8,146.4,14.8,144.8,"","",11.,12.,"","",16.2,4.,23.8,1.6,18.8,1.6,"","","","",32.6,147.20000000000002,36.800000000000004,144.,"","","","",3.,131.20000000000002,6.6000000000000005,26.400000000000002,"","",15.8,98.4,20.8,123.2,24.200000000000003,136.8,26.,8.,28.6,98.4,31.,132.,11.600000000000001,39.2,"","",19.6,53.6,35.6,3.2
2.4000000000000004,69.60000000000001,2.4000000000000004,95.2,2.6,52.800000000000004,39.2,130.4,2.6,95.2,2.6,99.2,2.6,114.4,25.400000000000002,116.,2.6,140.8,2.6,150.4,2.8000000000000003,4.,2.8000000000000003,107.2,15.8,108.80000000000001,3.,132.8,3.4000000000000004,26.400000000000002,4.4,68.,5.2,30.400000000000002,6.2,12.8,14.,36.,6.4,56.800000000000004,8.200000000000001,144.,8.8,98.4,9.,98.4,9.,146.4,15.,144.8,"","",11.200000000000001,12.,"","",16.400000000000002,4.,24.,1.6,19.,2.4000000000000004,"","","","",32.800000000000004,147.20000000000002,37.,144.,"","","","",3.2,131.20000000000002,6.800000000000001,26.400000000000002,"","",16.,99.2,21.,123.2,24.400000000000002,136.,26.200000000000003,8.,28.8,98.4,31.200000000000003,132.,11.8,40.,"","",19.8,53.6,35.800000000000004,3.2
2.6,70.4,2.6,95.2,2.8000000000000003,52.800000000000004,"","",2.8000000000000003,96.,2.8000000000000003,99.2,2.8000000000000003,114.4,25.6,116.,2.8000000000000003,140.8,2.8000000000000003,150.4,3.,4.,3.,107.2,16.,108.80000000000001,3.2,132.8,3.6,26.400000000000002,4.6000000000000005,68.8,5.4,30.400000000000002,6.4,12.8,14.200000000000001,36.800000000000004,6.6000000000000005,57.6,8.4,144.,9.,98.4,9.200000000000001,99.2,9.200000000000001,146.4,15.200000000000001,144.8,"","",11.4,12.,"","",16.6,4.,24.200000000000003,1.6,19.200000000000003,2.4000000000000004,"","","","",33.,148.,37.2,144.,"","","","",3.4000000000000004,131.20000000000002,7.,26.400000000000002,"","",16.2,98.4,21.200000000000003,123.2,24.6,136.,26.400000000000002,8.,29.,98.4,31.400000000000002,132.,12.,40.,"","",20.,53.6,36.,3.2
2.8000000000000003,70.4,2.8000000000000003,96.,3.,53.6,"","",3.,95.2,3.,98.4,3.,114.4,25.8,116.,3.,140.8,3.,150.4,3.2,4.,3.2,107.2,16.2,108.80000000000001,3.4000000000000004,132.8,3.8000000000000003,26.400000000000002,4.800000000000001,69.60000000000001,5.6000000000000005,31.200000000000003,6.6000000000000005,12.8,14.4,37.6,6.800000000000001,57.6,8.6,144.,9.200000000000001,97.60000000000001,9.4,100.,9.4,146.4,15.4,144.8,"","",11.600000000000001,12.,"","",16.8,4.,24.400000000000002,1.6,19.400000000000002,3.2,"","","","",33.2,148.,37.4,144.8,"","","","",3.6,131.20000000000002,7.2,27.200000000000003,"","",16.400000000000002,98.4,21.400000000000002,123.2,24.8,135.20000000000002,26.6,8.,29.200000000000003,98.4,31.6,132.,12.200000000000001,40.800000000000004,"","","","",36.2,3.2
3.,71.2,3.,96.80000000000001,3.2,54.400000000000006,"","",3.2,94.4,"","",3.2,114.4,26.,116.,3.2,140.8,3.2,150.4,3.4000000000000004,4.,3.4000000000000004,107.2,16.400000000000002,108.80000000000001,3.6,132.8,"","",5.,70.4,5.800000000000001,31.200000000000003,6.800000000000001,13.600000000000001,14.600000000000001,38.400000000000006,7.,57.6,8.8,144.,9.4,96.80000000000001,9.600000000000001,100.,9.600000000000001,146.4,15.600000000000001,144.8,"","",11.8,12.,"","",17.,4.,24.6,2.4000000000000004,19.6,3.2,"","","","",33.4,148.,37.6,144.8,"","","","",3.8000000000000003,131.20000000000002,7.4,27.200000000000003,"","",16.6,98.4,21.6,123.2,25.,134.4,26.8,8.8,29.400000000000002,98.4,31.8,132.,"","","","","","",36.4,3.2
3.2,72.,3.2,97.60000000000001,3.4000000000000004,55.2,"","",3.4000000000000004,94.4,"","",3.4000000000000004,114.4,26.200000000000003,116.,3.4000000000000004,140.8,3.4000000000000004,150.4,3.6,4.,3.6,107.2,16.6,108.80000000000001,3.8000000000000003,132.8,"","",5.2,71.2,6.,32.,7.,14.4,14.8,38.400000000000006,7.2,57.6,9.,144.,9.600000000000001,96.80000000000001,9.8,100.,9.8,146.4,15.8,144.,"","",12.,12.,"","",17.2,4.,24.8,2.4000000000000004,19.8,4.,"","","","",33.6,148.8,37.800000000000004,144.8,"","","","",4.,131.20000000000002,7.6000000000000005,27.200000000000003,"","",16.8,98.4,21.8,123.2,25.200000000000003,135.20000000000002,27.,8.8,29.6,98.4,32.,132.,"","","","","","",36.6,3.2
3.4000000000000004,72.8,3.4000000000000004,98.4,3.6,56.,"","",3.6,94.4,"","",3.6,114.4,26.400000000000002,116.,3.6,140.8,3.6,150.4,3.8000000000000003,3.2,3.8000000000000003,107.2,16.8,108.80000000000001,4.,132.8,"","",5.4,71.2,6.2,32.,7.2,16.,15.,39.2,7.4,58.400000000000006,9.200000000000001,144.,9.8,96.80000000000001,10.,101.60000000000001,10.,146.4,16.,144.,"","",12.200000000000001,12.,"","",17.400000000000002,4.,25.,2.4000000000000004,20.,4.,"","","","",33.800000000000004,148.8,38.,144.8,"","","","",4.2,131.20000000000002,7.800000000000001,27.200000000000003,"","",17.,98.4,22.,123.2,25.400000000000002,135.20000000000002,27.200000000000003,8.8,29.8,98.4,32.2,132.,"","","","","","",36.800000000000004,3.2
3.6,73.60000000000001,3.6,99.2,3.8000000000000003,56.800000000000004,"","",3.8000000000000003,94.4,"","",3.8000000000000003,114.4,26.6,116.80000000000001,3.8000000000000003,140.8,3.8000000000000003,150.4,4.,3.2,4.,107.2,"","",4.2,132.8,"","",5.6000000000000005,72.,6.4,32.800000000000004,7.4,16.8,15.200000000000001,39.2,7.6000000000000005,58.400000000000006,9.4,144.,10.,96.80000000000001,"","",10.200000000000001,146.4,16.2,144.,"","",12.4,12.,"","",17.6,4.,25.200000000000003,2.4000000000000004,20.200000000000003,4.,"","","","",34.,148.8,38.2,144.8,"","","","",4.4,131.20000000000002,8.,27.200000000000003,"","",17.2,98.4,22.200000000000003,123.2,25.6,135.20000000000002,27.400000000000002,8.8,30.,98.4,32.4,132.,"","","","","","",37.,3.2
3.8000000000000003,74.4,3.8000000000000003,99.2,4.,57.6,"","",4.,94.4,"","",4.,114.4,26.8,116.80000000000001,4.,140.8,4.,150.4,4.2,3.2,4.2,107.2,"","",4.4,132.8,"","",5.800000000000001,72.8,6.6000000000000005,33.6,7.6000000000000005,16.8,15.4,40.,7.800000000000001,58.400000000000006,9.600000000000001,144.,10.200000000000001,96.80000000000001,"","",10.4,146.4,16.400000000000002,144.,"","",12.600000000000001,12.,"","",17.8,4.,25.400000000000002,2.4000000000000004,20.400000000000002,4.,"","","","",34.2,148.8,38.400000000000006,145.6,"","","","",4.6000000000000005,131.20000000000002,8.200000000000001,27.200000000000003,"","",17.400000000000002,98.4,22.400000000000002,123.2,25.8,134.4,27.6,8.8,30.200000000000003,97.60000000000001,32.6,132.,"","","","","","",37.2,3.2
4.,75.2,4.,100.,4.2,58.400000000000006,"","",4.2,94.4,"","",4.2,114.4,27.,116.80000000000001,4.2,140.8,4.2,150.4,4.4,3.2,4.4,107.2,"","",4.6000000000000005,132.8,"","",6.,73.60000000000001,6.800000000000001,33.6,7.800000000000001,16.8,15.600000000000001,40.800000000000004,8.,59.2,9.8,144.,10.4,96.80000000000001,"","",10.600000000000001,146.4,16.6,144.,"","",12.8,12.,"","",18.,4.,25.6,2.4000000000000004,20.6,4.800000000000001,"","","","",34.4,148.8,38.6,145.6,"","","","",4.800000000000001,131.20000000000002,8.4,27.200000000000003,"","",17.6,98.4,22.6,122.4,26.,134.4,27.8,8.8,30.400000000000002,97.60000000000001,32.800000000000004,131.20000000000002,"","","","","","",37.4,3.2
4.2,76.,4.2,100.,4.4,58.400000000000006,"","",4.4,94.4,"","",4.4,114.4,27.200000000000003,116.80000000000001,4.4,140.8,4.4,150.4,4.6000000000000005,3.2,4.6000000000000005,107.2,"","",4.800000000000001,132.8,"","",6.2,74.4,7.,34.4,8.,17.6,15.8,41.6,8.200000000000001,60.,10.,144.,10.600000000000001,96.80000000000001,"","",10.8,146.4,16.8,144.,"","",13.,12.,"","",18.2,4.,25.8,2.4000000000000004,20.8,4.800000000000001,"","","","",34.6,148.8,38.800000000000004,145.6,"","","","",5.,130.4,8.6,27.200000000000003,"","",17.8,98.4,22.8,122.4,26.200000000000003,134.4,28.,8.8,30.6,97.60000000000001,33.,131.20000000000002,"","","","","","",37.6,3.2
4.4,76.80000000000001,4.4,100.,4.6000000000000005,59.2,"","",4.6000000000000005,94.4,"","",4.6000000000000005,114.4,27.400000000000002,116.80000000000001,4.6000000000000005,140.8,4.6000000000000005,150.4,4.800000000000001,3.2,4.800000000000001,107.2,"","",5.,133.6,"","",6.4,75.2,7.2,34.4,8.200000000000001,17.6,16.,42.400000000000006,8.4,60.,10.200000000000001,144.,10.8,96.80000000000001,"","",11.,146.4,17.,144.,"","",13.200000000000001,12.8,"","",18.400000000000002,4.,26.,2.4000000000000004,21.,4.800000000000001,"","","","",34.800000000000004,148.8,39.,145.6,"","","","",5.2,130.4,8.8,27.200000000000003,"","",18.,98.4,23.,122.4,26.400000000000002,134.4,28.200000000000003,8.8,30.8,97.60000000000001,33.2,131.20000000000002,"","","","","","",37.800000000000004,3.2
4.6000000000000005,77.60000000000001,4.6000000000000005,100.,4.800000000000001,60.,"","",4.800000000000001,94.4,"","",4.800000000000001,114.4,27.6,116.80000000000001,4.800000000000001,140.8,4.800000000000001,150.4,5.,3.2,5.,107.2,"","",5.2,133.6,"","",6.6000000000000005,76.,7.4,35.2,8.4,18.400000000000002,16.2,43.2,8.6,60.800000000000004,10.4,144.,11.,96.80000000000001,"","",11.200000000000001,146.4,17.2,144.,"","",13.4,12.8,"","",18.6,4.,26.200000000000003,2.4000000000000004,21.200000000000003,5.6000000000000005,"","","","",35.800000000000004,151.20000000000002,39.2,145.6,"","","","",5.4,130.4,9.,27.200000000000003,"","",18.2,98.4,23.200000000000003,122.4,26.6,134.4,28.400000000000002,8.8,31.,97.60000000000001,33.4,131.20000000000002,"","","","","","",38.,3.2
4.800000000000001,78.4,4.800000000000001,100.80000000000001,5.,60.800000000000004,"","",5.,94.4,"","",5.,114.4,27.8,116.,5.,140.8,5.,150.4,5.2,3.2,5.2,107.2,"","",5.4,133.6,"","",6.800000000000001,76.80000000000001,7.6000000000000005,35.2,8.6,19.200000000000003,16.400000000000002,43.2,8.8,60.800000000000004,10.600000000000001,144.,11.200000000000001,96.80000000000001,"","","","",17.400000000000002,143.20000000000002,"","",13.600000000000001,12.8,"","",18.8,3.2,26.400000000000002,2.4000000000000004,21.400000000000002,5.6000000000000005,"","","","",36.,152.,39.400000000000006,146.4,"","","","",5.6000000000000005,130.4,9.200000000000001,27.200000000000003,"","",18.400000000000002,98.4,23.400000000000002,122.4,26.8,134.4,28.6,8.8,31.200000000000003,97.60000000000001,33.6,131.20000000000002,"","","","","","",38.2,3.2
5.,79.2,5.,100.80000000000001,5.2,61.6,"","",5.2,94.4,"","",5.2,114.4,28.,116.,5.2,140.8,5.2,150.4,5.4,3.2,5.4,107.2,"","",5.6000000000000005,133.6,"","",7.,77.60000000000001,7.800000000000001,36.,8.8,20.,16.6,43.2,9.,60.800000000000004,10.8,144.,11.4,96.80000000000001,"","","","",18.,142.4,"","",13.8,12.8,"","","","",26.6,2.4000000000000004,21.6,6.4,"","","","",36.2,152.,39.6,146.4,"","","","",5.800000000000001,131.20000000000002,9.4,27.200000000000003,"","",18.6,98.4,"","",27.,134.4,28.8,8.8,31.400000000000002,97.60000000000001,33.800000000000004,131.20000000000002,"","","","","","",38.400000000000006,3.2
5.2,80.,5.2,101.60000000000001,5.4,62.400000000000006,"","",5.4,94.4,"","",5.4,114.4,28.200000000000003,116.,5.4,140.8,5.4,150.4,5.6000000000000005,3.2,5.6000000000000005,107.2,"","",5.800000000000001,133.6,"","",7.2,78.4,8.,36.,9.,20.8,16.8,43.2,9.200000000000001,61.6,11.,144.,11.600000000000001,97.60000000000001,"","","","","","","","",14.,12.8,"","","","",26.8,2.4000000000000004,21.8,6.4,"","","","",36.4,152.,39.800000000000004,146.4,"","","","",6.,131.20000000000002,9.600000000000001,27.200000000000003,"","",18.8,98.4,"","",27.200000000000003,134.4,29.,8.8,31.6,97.60000000000001,34.,132.,"","","","","","",38.6,3.2
5.4,80.,5.4,101.60000000000001,5.6000000000000005,63.2,"","",5.6000000000000005,94.4,"","",5.6000000000000005,114.4,28.400000000000002,116.,5.6000000000000005,140.8,5.6000000000000005,150.4,5.800000000000001,4.,5.800000000000001,107.2,"","",6.,133.6,"","",7.4,79.2,8.200000000000001,36.800000000000004,9.200000000000001,21.6,17.,44.,9.4,61.6,11.200000000000001,144.,11.8,97.60000000000001,"","","","","","","","",14.200000000000001,12.8,"","","","",27.,2.4000000000000004,22.,6.4,"","","","",36.6,152.,"","","","","","",6.2,131.20000000000002,9.8,27.200000000000003,"","",19.,98.4,"","",27.400000000000002,134.4,29.200000000000003,8.8,31.8,97.60000000000001,34.2,132.,"","","","","","",38.800000000000004,3.2
5.6000000000000005,80.80000000000001,5.6000000000000005,101.60000000000001,5.800000000000001,64.,"","",5.800000000000001,94.4,"","",5.800000000000001,114.4,28.6,116.,5.800000000000001,140.8,5.800000000000001,150.4,6.,4.,6.,107.2,"","",6.2,133.6,"","",7.6000000000000005,79.2,8.4,37.6,9.4,22.400000000000002,17.2,44.800000000000004,9.600000000000001,62.400000000000006,11.4,144.,12.,96.80000000000001,"","","","","","","","",14.4,12.8,"","","","",27.200000000000003,2.4000000000000004,22.200000000000003,6.4,"","","","",36.800000000000004,152.,"","","","","","",6.4,131.20000000000002,10.,27.200000000000003,"","",19.200000000000003,98.4,"","",27.6,134.4,29.400000000000002,8.8,32.,97.60000000000001,34.4,132.,"","","","","","",39.,3.2
