"t [pixel] #1","x [pixel] #1","t [pixel] #2","x [pixel] #2","t [pixel] #3","x [pixel] #3","t [pixel] #4","x [pixel] #4","t [pixel] #5","x [pixel] #5","t [pixel] #6","x [pixel] #6","t [pixel] #7","x [pixel] #7","t [pixel] #8","x [pixel] #8","t [pixel] #9","x [pixel] #9","t [pixel] #10","x [pixel] #10","t [pixel] #11","x [pixel] #11","t [pixel] #12","x [pixel] #12","t [pixel] #13","x [pixel] #13","t [pixel] #14","x [pixel] #14","t [pixel] #15","x [pixel] #15","t [pixel] #16","x [pixel] #16","t [pixel] #17","x [pixel] #17","t [pixel] #18","x [pixel] #18","t [pixel] #19","x [pixel] #19","t [pixel] #20","x [pixel] #20","t [pixel] #21","x [pixel] #21","t [pixel] #22","x [pixel] #22","t [pixel] #23","x [pixel] #23","t [pixel] #24","x [pixel] #24","t [pixel] #25","x [pixel] #25","t [pixel] #26","x [pixel] #26","t [pixel] #27","x [pixel] #27","t [pixel] #28","x [pixel] #28","t [pixel] #29","x [pixel] #29"
2.2,38.400000000000006,2.4000000000000004,2.4000000000000004,2.4000000000000004,43.2,2.4000000000000004,48.,2.4000000000000004,57.6,2.4000000000000004,61.6,2.4000000000000004,71.2,"","",2.4000000000000004,100.80000000000001,2.4000000000000004,107.2,37.2,108.,2.6,86.4,2.6,93.60000000000001,3.,28.,3.4000000000000004,80.,4.4,66.4,8.6,73.60000000000001,"","",14.600000000000001,1.6,18.2,86.4,18.8,7.2,25.8,80.80000000000001,27.8,32.800000000000004,"","",39.400000000000006,89.60000000000001,17.400000000000002,42.400000000000006,23.400000000000002,52.800000000000004,37.4,38.400000000000006,39.2,47.2
2.4000000000000004,38.400000000000006,2.6,2.4000000000000004,2.6,43.2,2.6,48.,2.6,57.6,2.6,61.6,2.6,72.,"","",2.6,100.80000000000001,2.6,107.2,37.4,108.,2.8000000000000003,86.4,2.8000000000000003,93.60000000000001,3.2,28.,3.6,80.,4.6000000000000005,66.4,8.8,73.60000000000001,"","",14.8,1.6,18.400000000000002,86.4,19.,8.,26.,80.80000000000001,28.,32.800000000000004,"","",39.6,89.60000000000001,17.6,42.400000000000006,23.6,52.800000000000004,37.6,38.400000000000006,39.400000000000006,47.2
2.6,38.400000000000006,2.8000000000000003,2.4000000000000004,2.8000000000000003,43.2,2.8000000000000003,48.,2.8000000000000003,57.6,2.8000000000000003,61.6,2.8000000000000003,72.,"","",2.8000000000000003,100.80000000000001,2.8000000000000003,107.2,37.6,108.,3.,86.4,3.,93.60000000000001,3.4000000000000004,28.,3.8000000000000003,80.,4.800000000000001,66.4,9.,73.60000000000001,"","",15.,1.6,18.6,86.4,19.200000000000003,8.8,26.200000000000003,80.,28.200000000000003,32.800000000000004,"","",39.800000000000004,89.60000000000001,17.8,42.400000000000006,23.8,53.6,37.800000000000004,38.400000000000006,39.6,47.2
2.8000000000000003,38.400000000000006,3.,2.4000000000000004,3.,43.2,3.,47.2,3.,57.6,3.,61.6,3.,72.,"","",3.,100.80000000000001,3.,107.2,37.800000000000004,108.,3.2,86.4,3.2,93.60000000000001,3.6,28.,4.,80.,5.,66.4,9.200000000000001,73.60000000000001,"","",15.200000000000001,2.4000000000000004,18.8,87.2,19.400000000000002,8.8,26.400000000000002,80.,28.400000000000002,32.800000000000004,"","",40.,89.60000000000001,18.,42.400000000000006,24.,53.6,38.,38.400000000000006,39.800000000000004,47.2
3.,38.400000000000006,3.2,2.4000000000000004,3.2,43.2,3.2,47.2,3.2,57.6,3.2,61.6,3.2,72.,"","",3.2,100.80000000000001,3.2,107.2,38.,107.2,3.4000000000000004,86.4,3.4000000000000004,93.60000000000001,3.8000000000000003,28.8,4.2,80.,5.2,66.4,9.4,73.60000000000001,"","",15.4,2.4000000000000004,19.,87.2,19.6,9.600000000000001,26.6,80.,28.6,32.800000000000004,"","","","",18.2,42.400000000000006,24.200000000000003,53.6,38.2,39.2,40.,47.2
3.2,38.400000000000006,3.4000000000000004,2.4000000000000004,3.4000000000000004,43.2,3.4000000000000004,47.2,3.4000000000000004,57.6,3.4000000000000004,61.6,3.4000000000000004,72.,"","",3.4000000000000004,100.80000000000001,3.4000000000000004,107.2,38.2,107.2,3.6,86.4,3.6,93.60000000000001,4.,28.8,4.4,80.,5.4,66.4,9.600000000000001,73.60000000000001,"","",15.600000000000001,2.4000000000000004,19.200000000000003,87.2,19.8,10.4,26.8,80.80000000000001,28.8,32.800000000000004,"","","","",18.400000000000002,42.400000000000006,24.400000000000002,53.6,38.400000000000006,39.2,"",""
3.4000000000000004,39.2,3.6,2.4000000000000004,3.6,43.2,3.6,47.2,3.6,57.6,3.6,61.6,3.6,72.8,"","",3.6,100.80000000000001,3.6,107.2,38.400000000000006,107.2,3.8000000000000003,86.4,3.8000000000000003,93.60000000000001,4.2,28.8,4.6000000000000005,80.,5.6000000000000005,66.4,9.8,73.60000000000001,"","",15.8,2.4000000000000004,19.400000000000002,87.2,20.,11.200000000000001,27.,80.80000000000001,29.,32.800000000000004,"","","","",18.6,42.400000000000006,24.6,53.6,38.6,39.2,"",""
3.6,39.2,3.8000000000000003,2.4000000000000004,3.8000000000000003,43.2,3.8000000000000003,47.2,3.8000000000000003,57.6,3.8000000000000003,61.6,3.8000000000000003,72.8,"","",3.8000000000000003,100.80000000000001,3.8000000000000003,107.2,38.6,107.2,4.,86.4,4.,93.60000000000001,4.4,28.8,4.800000000000001,80.,5.800000000000001,66.4,10.,73.60000000000001,"","",16.,2.4000000000000004,19.6,87.2,20.200000000000003,12.,27.200000000000003,80.80000000000001,29.200000000000003,32.800000000000004,"","","","",18.8,42.400000000000006,24.8,53.6,38.800000000000004,39.2,"",""
3.8000000000000003,39.2,4.,2.4000000000000004,4.,43.2,4.,47.2,4.,57.6,4.,61.6,4.,72.8,"","",4.,100.80000000000001,4.,107.2,38.800000000000004,107.2,4.2,85.60000000000001,4.2,93.60000000000001,4.6000000000000005,28.8,5.,80.,6.,66.4,10.200000000000001,73.60000000000001,"","",16.2,2.4000000000000004,19.8,87.2,20.400000000000002,12.8,27.400000000000002,80.80000000000001,29.400000000000002,33.6,"","","","",19.,42.400000000000006,25.,53.6,39.,39.2,"",""
4.,39.2,4.2,2.4000000000000004,4.2,43.2,4.2,47.2,4.2,57.6,4.2,61.6,4.2,72.8,"","",4.2,100.80000000000001,4.2,107.2,39.,107.2,4.4,85.60000000000001,4.4,93.60000000000001,4.800000000000001,29.6,5.2,80.,6.2,66.4,10.4,73.60000000000001,"","",16.400000000000002,2.4000000000000004,20.,87.2,20.6,13.600000000000001,27.6,80.80000000000001,29.6,33.6,"","","","",19.200000000000003,42.400000000000006,25.200000000000003,53.6,39.2,39.2,"",""
4.2,39.2,4.4,2.4000000000000004,4.4,43.2,4.4,48.,4.4,57.6,4.4,61.6,4.4,73.60000000000001,"","",4.4,100.80000000000001,4.4,107.2,39.2,107.2,4.6000000000000005,85.60000000000001,4.6000000000000005,93.60000000000001,5.,29.6,5.4,80.,6.4,66.4,10.600000000000001,73.60000000000001,"","",16.6,2.4000000000000004,20.200000000000003,87.2,20.8,13.600000000000001,27.8,80.80000000000001,"","","","","","",19.400000000000002,42.400000000000006,25.400000000000002,53.6,39.400000000000006,39.2,"",""
4.4,39.2,4.6000000000000005,2.4000000000000004,4.6000000000000005,43.2,4.6000000000000005,48.,4.6000000000000005,57.6,4.6000000000000005,61.6,4.6000000000000005,73.60000000000001,"","",4.6000000000000005,100.80000000000001,4.6000000000000005,107.2,39.400000000000006,107.2,4.800000000000001,85.60000000000001,4.800000000000001,93.60000000000001,5.2,29.6,5.6000000000000005,80.,6.6000000000000005,66.4,10.8,73.60000000000001,"","",16.8,2.4000000000000004,20.400000000000002,87.2,21.,14.4,28.,80.80000000000001,"","","","","","",19.6,42.400000000000006,25.6,53.6,39.6,39.2,"",""
4.6000000000000005,39.2,4.800000000000001,2.4000000000000004,4.800000000000001,43.2,4.800000000000001,48.,4.800000000000001,57.6,4.800000000000001,61.6,4.800000000000001,73.60000000000001,"","",4.800000000000001,100.80000000000001,4.800000000000001,107.2,39.6,107.2,5.,85.60000000000001,5.,93.60000000000001,5.4,29.6,5.800000000000001,80.,6.800000000000001,66.4,11.,73.60000000000001,"","",17.,2.4000000000000004,20.6,87.2,21.200000000000003,15.200000000000001,28.200000000000003,80.80000000000001,"","","","","","",19.8,42.400000000000006,25.8,53.6,39.800000000000004,39.2,"",""
4.800000000000001,39.2,5.,2.4000000000000004,5.,43.2,5.,48.,5.,57.6,5.,62.400000000000006,5.,74.4,"","",5.,100.80000000000001,5.,107.2,39.800000000000004,107.2,5.2,85.60000000000001,5.2,93.60000000000001,5.6000000000000005,30.400000000000002,6.,80.,7.,66.4,11.200000000000001,73.60000000000001,"","",17.2,2.4000000000000004,20.8,87.2,21.400000000000002,15.200000000000001,28.400000000000002,80.80000000000001,"","","","","","",20.,42.400000000000006,26.,53.6,"","","",""
5.,39.2,5.2,2.4000000000000004,5.2,43.2,5.2,48.,5.2,57.6,5.2,62.400000000000006,5.2,74.4,"","",5.2,100.80000000000001,5.2,107.2,40.,107.2,5.4,85.60000000000001,5.4,93.60000000000001,5.800000000000001,30.400000000000002,6.2,80.,7.2,66.4,11.4,73.60000000000001,"","",17.400000000000002,2.4000000000000004,21.,87.2,21.6,16.,28.6,80.80000000000001,"","","","","","",20.200000000000003,42.400000000000006,26.200000000000003,53.6,"","","",""
5.2,39.2,5.4,2.4000000000000004,5.4,43.2,5.4,48.,5.4,57.6,5.4,62.400000000000006,5.4,75.2,"","",5.4,100.80000000000001,5.4,107.2,"","",5.6000000000000005,86.4,5.6000000000000005,93.60000000000001,6.,31.200000000000003,6.4,80.,7.4,66.4,11.600000000000001,74.4,"","",17.6,2.4000000000000004,21.200000000000003,87.2,21.8,16.8,28.8,80.80000000000001,"","","","","","",20.400000000000002,42.400000000000006,26.400000000000002,53.6,"","","",""
