"t [pixel] #1","x [pixel] #1","t [pixel] #2","x [pixel] #2","t [pixel] #3","x [pixel] #3","t [pixel] #4","x [pixel] #4","t [pixel] #5","x [pixel] #5","t [pixel] #6","x [pixel] #6","t [pixel] #7","x [pixel] #7","t [pixel] #8","x [pixel] #8","t [pixel] #9","x [pixel] #9","t [pixel] #10","x [pixel] #10","t [pixel] #11","x [pixel] #11","t [pixel] #12","x [pixel] #12","t [pixel] #13","x [pixel] #13","t [pixel] #14","x [pixel] #14","t [pixel] #15","x [pixel] #15","t [pixel] #16","x [pixel] #16","t [pixel] #17","x [pixel] #17"
5.2,40.800000000000004,5.2,92.80000000000001,5.4,28.,16.,28.,5.4,34.4,5.6000000000000005,84.80000000000001,14.200000000000001,85.60000000000001,"","","","",6.2,15.200000000000001,6.2,80.80000000000001,7.4,103.2,11.,8.,"","",5.2,56.800000000000004,5.2,79.2,"",""
5.4,40.800000000000004,5.4,92.80000000000001,5.6000000000000005,28.,16.2,28.,5.6000000000000005,34.4,5.800000000000001,84.80000000000001,14.4,85.60000000000001,"","","","",6.4,16.,6.4,80.80000000000001,7.6000000000000005,103.2,11.200000000000001,8.,"","",5.4,56.800000000000004,5.4,80.,"",""
5.6000000000000005,40.800000000000004,5.6000000000000005,92.80000000000001,5.800000000000001,28.,16.400000000000002,28.,5.800000000000001,34.4,6.,84.80000000000001,14.600000000000001,85.60000000000001,"","","","",6.6000000000000005,16.,6.6000000000000005,80.80000000000001,7.800000000000001,103.2,11.4,8.,"","",5.6000000000000005,56.,5.6000000000000005,80.,"",""
5.800000000000001,40.800000000000004,5.800000000000001,92.80000000000001,6.,28.,16.6,28.,6.,34.4,6.2,84.80000000000001,14.8,85.60000000000001,"","","","",6.800000000000001,16.,6.800000000000001,81.60000000000001,8.,103.2,11.600000000000001,8.8,"","",5.800000000000001,56.,5.800000000000001,80.,"",""
6.,40.800000000000004,6.,92.80000000000001,6.2,28.,16.8,28.,6.2,34.4,6.4,84.80000000000001,15.,85.60000000000001,"","","","",7.,16.,7.,81.60000000000001,8.200000000000001,103.2,11.8,8.8,"","",6.,55.2,6.,80.80000000000001,"",""
6.2,40.800000000000004,6.2,92.80000000000001,6.4,28.,17.,28.,6.4,34.4,6.6000000000000005,84.80000000000001,15.200000000000001,85.60000000000001,"","","","",7.2,16.8,7.2,81.60000000000001,8.4,103.2,12.,9.600000000000001,"","",6.2,54.400000000000006,6.2,80.80000000000001,"",""
6.4,40.800000000000004,6.4,92.80000000000001,6.6000000000000005,28.,17.2,28.,6.6000000000000005,34.4,6.800000000000001,84.80000000000001,15.4,85.60000000000001,"","","","",7.4,16.8,7.4,80.80000000000001,8.6,103.2,12.200000000000001,10.4,"","",6.4,54.400000000000006,6.4,80.80000000000001,"",""
6.6000000000000005,40.800000000000004,6.6000000000000005,92.80000000000001,6.800000000000001,28.,17.400000000000002,28.,6.800000000000001,34.4,7.,84.80000000000001,15.600000000000001,85.60000000000001,"","","","",7.6000000000000005,16.8,7.6000000000000005,80.80000000000001,8.8,103.2,12.4,10.4,"","",6.6000000000000005,53.6,6.6000000000000005,80.80000000000001,"",""
6.800000000000001,40.800000000000004,6.800000000000001,92.80000000000001,7.,28.,17.6,28.,7.,34.4,7.2,84.,15.8,85.60000000000001,"","","","",7.800000000000001,17.6,7.800000000000001,80.80000000000001,9.,103.2,12.600000000000001,10.4,"","",6.800000000000001,53.6,6.800000000000001,81.60000000000001,"",""
7.,40.800000000000004,7.,92.80000000000001,7.2,28.,17.8,28.,7.2,34.4,7.4,83.2,16.,85.60000000000001,"","","","",8.,18.400000000000002,8.,80.80000000000001,9.200000000000001,103.2,12.8,10.4,"","",7.,53.6,7.,81.60000000000001,"",""
7.2,40.800000000000004,7.2,92.80000000000001,7.4,28.,18.,28.,7.4,34.4,"","",16.2,85.60000000000001,"","","","",8.200000000000001,19.200000000000003,8.200000000000001,80.,9.4,103.2,13.,11.200000000000001,"","",7.2,52.800000000000004,7.2,82.4,"",""
7.4,40.800000000000004,7.4,92.80000000000001,7.6000000000000005,28.,18.2,28.,7.6000000000000005,34.4,"","",16.400000000000002,85.60000000000001,"","","","",8.4,20.,8.4,80.,9.600000000000001,103.2,13.200000000000001,11.200000000000001,"","",7.4,52.800000000000004,7.4,83.2,"",""
7.6000000000000005,40.800000000000004,7.6000000000000005,92.80000000000001,7.800000000000001,28.,18.400000000000002,28.,7.800000000000001,34.4,"","",16.6,85.60000000000001,"","","","",8.6,20.8,8.6,80.80000000000001,9.8,103.2,13.4,11.200000000000001,"","",7.6000000000000005,52.800000000000004,7.6000000000000005,84.,"",""
7.800000000000001,40.800000000000004,7.800000000000001,92.80000000000001,8.,28.,18.6,28.,8.,34.4,"","",16.8,85.60000000000001,"","","","",8.8,21.6,8.8,80.80000000000001,10.,103.2,13.600000000000001,12.,"","",7.800000000000001,52.800000000000004,7.800000000000001,84.,"",""
8.,40.800000000000004,8.,92.80000000000001,8.200000000000001,28.,18.8,28.,8.200000000000001,34.4,"","",17.,85.60000000000001,"","","","",9.,22.400000000000002,9.,80.80000000000001,10.200000000000001,103.2,13.8,12.,"","",8.,52.800000000000004,8.,84.,"",""
8.200000000000001,40.800000000000004,8.200000000000001,92.80000000000001,8.4,28.,19.,28.,8.4,34.4,"","",17.2,85.60000000000001,"","","","",9.200000000000001,23.200000000000003,9.200000000000001,80.80000000000001,10.4,102.4,14.,12.,"","",8.200000000000001,52.800000000000004,8.200000000000001,84.80000000000001,"",""
8.4,40.800000000000004,8.4,92.80000000000001,8.6,28.,19.200000000000003,28.8,8.6,34.4,"","",17.400000000000002,85.60000000000001,"","","","",9.4,23.200000000000003,9.4,80.80000000000001,10.600000000000001,102.4,14.200000000000001,12.8,"","",8.4,52.800000000000004,8.4,84.80000000000001,"",""
8.6,40.800000000000004,8.6,92.80000000000001,8.8,28.,19.400000000000002,28.8,8.8,34.4,"","",17.6,85.60000000000001,"","","","",9.600000000000001,24.,9.600000000000001,80.80000000000001,10.8,102.4,14.4,12.8,"","",8.6,52.800000000000004,8.6,85.60000000000001,"",""
8.8,40.800000000000004,8.8,92.80000000000001,9.,28.,19.6,28.8,9.,34.4,"","",17.8,85.60000000000001,"","","","",9.8,24.8,9.8,80.80000000000001,11.,102.4,14.600000000000001,12.8,"","",8.8,52.,8.8,86.4,"",""
9.,40.800000000000004,9.,92.80000000000001,9.200000000000001,28.,19.8,28.8,9.200000000000001,34.4,"","",18.,85.60000000000001,"","","","",10.,25.6,10.,80.80000000000001,11.200000000000001,102.4,14.8,12.8,"","",9.,52.,9.,86.4,"",""
9.200000000000001,40.800000000000004,9.200000000000001,92.80000000000001,9.4,28.,20.,28.8,9.4,34.4,"","",18.2,85.60000000000001,"","","","",10.200000000000001,26.400000000000002,10.200000000000001,80.80000000000001,11.4,102.4,15.,13.600000000000001,"","",9.200000000000001,51.2,9.200000000000001,87.2,"",""
9.4,40.800000000000004,9.4,92.80000000000001,9.600000000000001,28.,20.200000000000003,28.8,9.600000000000001,34.4,"","",18.400000000000002,85.60000000000001,"","","","",10.4,27.200000000000003,10.4,80.80000000000001,11.600000000000001,102.4,15.200000000000001,13.600000000000001,"","",9.4,51.2,9.4,87.2,"",""
9.600000000000001,40.800000000000004,9.600000000000001,92.80000000000001,"","","","",9.8,34.4,"","",18.6,85.60000000000001,"","","","",10.600000000000001,27.200000000000003,10.600000000000001,80.,11.8,102.4,15.4,14.4,"","",9.600000000000001,50.400000000000006,9.600000000000001,88.,"",""
9.8,40.800000000000004,9.8,92.80000000000001,"","","","",10.,34.4,"","",18.8,85.60000000000001,"","","","",10.8,28.,10.8,80.,12.,102.4,15.600000000000001,14.4,"","",9.8,49.6,9.8,88.,"",""
10.,40.800000000000004,10.,92.80000000000001,"","","","",10.200000000000001,34.4,"","",19.,85.60000000000001,"","","","",11.,28.8,11.,80.,12.200000000000001,102.4,15.8,15.200000000000001,"","",10.,48.800000000000004,10.,88.80000000000001,"",""
10.200000000000001,40.800000000000004,10.200000000000001,92.80000000000001,"","","","",10.4,34.4,"","",19.200000000000003,85.60000000000001,"","","","",11.200000000000001,29.6,11.200000000000001,80.,12.4,102.4,16.,15.200000000000001,"","",10.200000000000001,48.800000000000004,10.200000000000001,89.60000000000001,"",""
10.4,40.800000000000004,10.4,92.80000000000001,"","","","",10.600000000000001,34.4,"","",19.400000000000002,85.60000000000001,"","","","",11.4,30.400000000000002,11.4,80.,12.600000000000001,102.4,16.2,16.,"","","","",10.4,90.4,"",""
10.600000000000001,40.800000000000004,10.600000000000001,92.,"","","","",10.8,34.4,"","",19.6,85.60000000000001,"","","","",11.600000000000001,31.200000000000003,11.600000000000001,80.,12.8,102.4,16.400000000000002,16.,"","","","",10.600000000000001,91.2,"",""
10.8,40.800000000000004,10.8,92.,"","","","",11.,34.4,"","",19.8,85.60000000000001,"","","","",11.8,32.,11.8,80.,13.,102.4,16.6,16.,"","","","","","","",""
11.,40.800000000000004,11.,92.,"","","","",11.200000000000001,34.4,"","",20.,85.60000000000001,"","","","",12.,32.800000000000004,12.,80.,13.200000000000001,103.2,16.8,16.8,"","","","","","","",""
11.200000000000001,40.800000000000004,11.200000000000001,92.,"","","","",11.4,34.4,"","",20.200000000000003,85.60000000000001,"","","","",12.200000000000001,34.4,12.200000000000001,80.,13.4,103.2,17.,16.8,"","","","","","","",""
11.4,40.800000000000004,11.4,92.,"","","","",11.600000000000001,34.4,"","",20.400000000000002,85.60000000000001,"","","","",12.4,34.4,12.4,80.,13.600000000000001,103.2,17.2,17.6,"","","","","","","",""
11.600000000000001,40.800000000000004,11.600000000000001,92.,"","","","",11.8,33.6,"","",20.6,85.60000000000001,"","","","",12.600000000000001,34.4,12.600000000000001,80.,13.8,103.2,17.400000000000002,17.6,"","","","","","","",""
11.8,40.800000000000004,11.8,92.80000000000001,"","","","",12.,33.6,"","",20.8,85.60000000000001,"","","","",12.8,35.2,12.8,80.80000000000001,14.,103.2,17.6,18.400000000000002,"","","","","","","",""
12.,40.800000000000004,12.,92.80000000000001,"","","","",12.200000000000001,34.4,"","",21.,85.60000000000001,"","","","",13.,36.,13.,80.80000000000001,14.200000000000001,103.2,17.8,18.400000000000002,"","","","","","","",""
12.200000000000001,40.800000000000004,12.200000000000001,92.80000000000001,"","","","",12.4,34.4,"","",21.200000000000003,85.60000000000001,"","","","",13.200000000000001,36.800000000000004,13.200000000000001,80.80000000000001,14.4,103.2,18.,19.200000000000003,"","","","","","","",""
12.4,40.800000000000004,12.4,92.80000000000001,"","","","",12.600000000000001,34.4,"","",21.400000000000002,85.60000000000001,"","","","",13.4,37.6,"","",14.600000000000001,103.2,18.2,19.200000000000003,"","","","","","","",""
12.600000000000001,40.800000000000004,12.600000000000001,92.80000000000001,"","","","",12.8,34.4,"","",21.6,85.60000000000001,"","","","",13.600000000000001,38.400000000000006,"","",14.8,103.2,18.400000000000002,20.,"","","","","","","",""
12.8,40.800000000000004,12.8,92.80000000000001,"","","","",13.,34.4,"","",21.8,85.60000000000001,"","","","",13.8,40.,"","",15.,103.2,18.6,20.8,"","","","","","","",""
13.,40.800000000000004,13.,92.80000000000001,"","","","",13.200000000000001,34.4,"","",22.,85.60000000000001,"","","","",14.,40.800000000000004,"","",15.200000000000001,103.2,18.8,20.8,"","","","","","","",""
13.200000000000001,40.800000000000004,13.200000000000001,92.80000000000001,"","","","",13.4,34.4,"","",22.200000000000003,85.60000000000001,"","","","",14.200000000000001,40.800000000000004,"","",15.4,102.4,19.,21.6,"","","","","","","",""
13.4,40.800000000000004,13.4,92.80000000000001,"","","","",13.600000000000001,34.4,"","",22.400000000000002,85.60000000000001,"","","","",14.4,40.800000000000004,"","",15.600000000000001,102.4,19.200000000000003,21.6,"","","","","","","",""
13.600000000000001,40.800000000000004,13.600000000000001,92.80000000000001,"","","","",13.8,34.4,"","",22.6,85.60000000000001,"","","","",14.600000000000001,41.6,"","",15.8,102.4,19.400000000000002,22.400000000000002,"","","","","","","",""
13.8,40.,13.8,92.80000000000001,"","","","",14.,34.4,"","",22.8,85.60000000000001,"","","","",14.8,42.400000000000006,"","",16.,103.2,19.6,22.400000000000002,"","","","","","","",""
14.,40.800000000000004,14.,92.80000000000001,"","","","",14.200000000000001,34.4,"","",23.,85.60000000000001,"","","","",15.,43.2,"","",16.2,103.2,19.8,23.200000000000003,"","","","","","","",""
14.200000000000001,40.800000000000004,14.200000000000001,92.80000000000001,"","","","",14.4,34.4,"","",23.200000000000003,85.60000000000001,"","","","",15.200000000000001,44.,"","",16.400000000000002,103.2,20.,24.,"","","","","","","",""
14.4,40.800000000000004,14.4,92.80000000000001,"","","","",14.600000000000001,34.4,"","",23.400000000000002,85.60000000000001,"","","","",15.4,44.800000000000004,"","",16.6,103.2,20.200000000000003,24.,"","","","","","","",""
14.600000000000001,41.6,14.600000000000001,92.80000000000001,"","","","",14.8,34.4,"","",23.6,85.60000000000001,"","","","",15.600000000000001,44.800000000000004,"","",16.8,103.2,20.400000000000002,24.8,"","","","","","","",""
14.8,41.6,14.8,92.80000000000001,"","","","",15.,34.4,"","",23.8,85.60000000000001,"","","","",15.8,45.6,"","",17.,103.2,20.6,24.8,"","","","","","","",""
15.,41.6,15.,92.80000000000001,"","","","",15.200000000000001,34.4,"","",24.,85.60000000000001,"","","","",16.,45.6,"","",17.2,103.2,20.8,25.6,"","","","","","","",""
15.200000000000001,41.6,15.200000000000001,92.80000000000001,"","","","",15.4,34.4,"","",24.200000000000003,85.60000000000001,"","","","",16.2,45.6,"","",17.400000000000002,103.2,21.,26.400000000000002,"","","","","","","",""
15.4,41.6,15.4,92.80000000000001,"","","","",15.600000000000001,34.4,"","",24.400000000000002,85.60000000000001,"","","","",16.400000000000002,46.400000000000006,"","",17.6,102.4,21.200000000000003,27.200000000000003,"","","","","","","",""
15.600000000000001,41.6,15.600000000000001,92.80000000000001,"","","","",15.8,34.4,"","",24.6,85.60000000000001,"","","","",16.6,46.400000000000006,"","",17.8,102.4,21.400000000000002,27.200000000000003,"","","","","","","",""
15.8,41.6,15.8,92.80000000000001,"","","","",16.,34.4,"","",24.8,84.80000000000001,"","","","",16.8,47.2,"","",18.,102.4,21.6,28.,"","","","","","","",""
16.,41.6,16.,92.80000000000001,"","","","",16.2,34.4,"","",25.,84.80000000000001,"","","","",17.,47.2,"","",18.2,102.4,21.8,28.,"","","","","","","",""
16.2,41.6,16.2,92.80000000000001,"","","","",16.400000000000002,34.4,"","",25.200000000000003,84.80000000000001,"","","","",17.2,48.,"","",18.400000000000002,102.4,22.,28.8,"","","","","","","",""
16.400000000000002,41.6,16.400000000000002,92.80000000000001,"","","","",16.6,34.4,"","",25.400000000000002,85.60000000000001,"","","","",17.400000000000002,48.800000000000004,"","",18.6,102.4,22.200000000000003,28.8,"","","","","","","",""
16.6,40.800000000000004,16.6,92.80000000000001,"","","","",16.8,34.4,"","",25.6,85.60000000000001,"","","","",17.6,49.6,"","",18.8,102.4,22.400000000000002,29.6,"","","","","","","",""
16.8,40.800000000000004,16.8,92.80000000000001,"","","","",17.,34.4,"","",25.8,85.60000000000001,"","","","",17.8,49.6,"","",19.,102.4,22.6,30.400000000000002,"","","","","","","",""
17.,40.800000000000004,17.,92.80000000000001,"","","","",17.2,34.4,"","",26.,85.60000000000001,"","","","",18.,50.400000000000006,"","",19.200000000000003,102.4,22.8,30.400000000000002,"","","","","","","",""
17.2,40.800000000000004,17.2,92.80000000000001,"","","","",17.400000000000002,34.4,"","",26.200000000000003,85.60000000000001,"","","","",18.2,51.2,"","",19.400000000000002,102.4,23.,30.400000000000002,"","","","","","","",""
17.400000000000002,40.800000000000004,17.400000000000002,92.80000000000001,"","","","",17.6,34.4,"","",26.400000000000002,85.60000000000001,"","","","",18.400000000000002,52.800000000000004,"","",19.6,102.4,23.200000000000003,31.200000000000003,"","","","","","","",""
17.6,40.800000000000004,17.6,92.80000000000001,"","","","",17.8,34.4,"","",26.6,84.80000000000001,"","","","",18.6,52.800000000000004,"","",19.8,102.4,"","","","","","","","","",""
17.8,40.800000000000004,17.8,92.80000000000001,"","","","",18.,34.4,"","",26.8,84.80000000000001,"","","","",18.8,53.6,"","",20.,102.4,"","","","","","","","","",""
18.,40.800000000000004,18.,92.80000000000001,"","","","",18.2,34.4,"","",27.,84.80000000000001,"","","","",19.,54.400000000000006,"","",20.200000000000003,101.60000000000001,"","","","","","","","","",""
18.2,40.800000000000004,18.2,92.80000000000001,"","","","",18.400000000000002,34.4,"","",27.200000000000003,84.80000000000001,"","","","",19.200000000000003,54.400000000000006,"","",20.400000000000002,101.60000000000001,"","","","","","","","","",""
18.400000000000002,40.800000000000004,18.400000000000002,92.80000000000001,"","","","",18.6,34.4,"","",27.400000000000002,84.80000000000001,"","","","",19.400000000000002,55.2,"","",20.6,101.60000000000001,"","","","","","","","","",""
18.6,40.800000000000004,18.6,92.80000000000001,"","","","",18.8,34.4,"","",27.6,84.80000000000001,"","","","",19.6,55.2,"","",20.8,101.60000000000001,"","","","","","","","","",""
18.8,40.800000000000004,18.8,92.80000000000001,"","","","",19.,34.4,"","",27.8,84.80000000000001,"","","","",19.8,55.2,"","",21.,101.60000000000001,"","","","","","","","","",""
19.,40.800000000000004,19.,92.80000000000001,"","","","",19.200000000000003,34.4,"","",28.,84.80000000000001,"","","","",20.,56.,"","",21.200000000000003,101.60000000000001,"","","","","","","","","",""
19.200000000000003,40.800000000000004,19.200000000000003,92.80000000000001,"","","","",19.400000000000002,34.4,"","",28.200000000000003,84.80000000000001,"","","","",20.200000000000003,56.800000000000004,"","",21.400000000000002,101.60000000000001,"","","","","","","","","",""
19.400000000000002,40.800000000000004,19.400000000000002,92.80000000000001,"","","","",19.6,34.4,"","",28.400000000000002,84.80000000000001,"","","","",20.400000000000002,56.800000000000004,"","",21.6,101.60000000000001,"","","","","","","","","",""
19.6,40.800000000000004,19.6,92.80000000000001,"","","","",19.8,34.4,"","",28.6,84.80000000000001,"","","","",20.6,57.6,"","",21.8,101.60000000000001,"","","","","","","","","",""
19.8,40.800000000000004,19.8,92.80000000000001,"","","","",20.,34.4,"","",28.8,84.80000000000001,"","","","",20.8,58.400000000000006,"","",22.,100.80000000000001,"","","","","","","","","",""
20.,40.800000000000004,20.,92.80000000000001,"","","","",20.200000000000003,34.4,"","",29.,84.80000000000001,"","","","",21.,58.400000000000006,"","",22.200000000000003,100.80000000000001,"","","","","","","","","",""
20.200000000000003,40.800000000000004,20.200000000000003,92.80000000000001,"","","","",20.400000000000002,34.4,"","",29.200000000000003,84.80000000000001,"","","","",21.200000000000003,59.2,"","",22.400000000000002,100.80000000000001,"","","","","","","","","",""
