"t [pixel] #1","x [pixel] #1","t [pixel] #2","x [pixel] #2","t [pixel] #3","x [pixel] #3","t [pixel] #4","x [pixel] #4","t [pixel] #5","x [pixel] #5","t [pixel] #6","x [pixel] #6","t [pixel] #7","x [pixel] #7","t [pixel] #8","x [pixel] #8","t [pixel] #9","x [pixel] #9","t [pixel] #10","x [pixel] #10","t [pixel] #11","x [pixel] #11","t [pixel] #12","x [pixel] #12","t [pixel] #13","x [pixel] #13","t [pixel] #14","x [pixel] #14","t [pixel] #15","x [pixel] #15"
"","",20.200000000000003,132.,20.400000000000002,101.60000000000001,"","","","",21.200000000000003,0.8,"","","","","","","","","","","","","","","","","",""
"","",20.400000000000002,132.,20.6,101.60000000000001,"","","","",21.400000000000002,0.8,"","","","","","","","","","","","","","","","","",""
"","",20.6,132.,20.8,101.60000000000001,"","","","",21.6,0.8,"","","","","","","","","","","","","","","","","",""
"","",20.8,132.,21.,101.60000000000001,"","","","",21.8,0.8,"","","","","","","","","","","","","","","","","",""
"","",21.,132.8,21.200000000000003,101.60000000000001,"","","","",22.,0.8,"","","","","","","","","","","","","","","","","",""
"","",21.200000000000003,132.8,21.400000000000002,101.60000000000001,"","","","",22.200000000000003,0.8,"","","","","","","","","","","","","","","","","",""
"","",21.400000000000002,132.8,21.6,101.60000000000001,"","","","",22.400000000000002,0.8,"","","","","","","","","","","","","","","","","",""
"","",21.6,132.8,21.8,101.60000000000001,"","","","",22.6,0.8,"","","","","","","","","","","","","","","","","",""
"","",21.8,132.8,22.,101.60000000000001,"","","","",22.8,0.8,"","","","","","","","","","","","","","","","","",""
"","",22.,132.8,22.200000000000003,101.60000000000001,"","","","",23.,0.8,"","","","","","","","","","","","","","","","","",""
"","",22.200000000000003,132.8,22.400000000000002,101.60000000000001,"","","","",23.200000000000003,0.8,"","","","","","","","","","","","","","","","","",""
"","",22.400000000000002,132.8,22.6,101.60000000000001,"","","","",23.400000000000002,0.8,"","","","","","","","","","","","","","","","","",""
"","",22.6,132.8,22.8,101.60000000000001,"","","","",23.6,0.8,"","","","","","","","","","","","","","","","","",""
"","",22.8,132.8,23.,101.60000000000001,"","","","",23.8,0.8,"","","","","","","","","","","","","","","","","",""
"","",23.,132.8,23.200000000000003,101.60000000000001,"","","","",24.,0.8,"","","","","","","","","","","","","","","","","",""
"","",23.200000000000003,132.8,23.400000000000002,101.60000000000001,"","","","",24.200000000000003,0.8,"","","","","","","","","","","","","","","","","",""
"","",23.400000000000002,132.8,23.6,101.60000000000001,"","","","",24.400000000000002,0.8,"","","","","","","","","","","","","","","","","",""
"","",23.6,132.8,23.8,101.60000000000001,"","","","",24.6,0.8,"","","","","","","","","","","","","","","","","",""
"","",23.8,132.8,24.,101.60000000000001,"","","","",24.8,0.8,"","","","","","","","","","","","","","","","","",""
"","",24.,132.8,24.200000000000003,101.60000000000001,"","","","",25.,0.8,"","","","","","","","","","","","","","","","","",""
"","",24.200000000000003,132.8,24.400000000000002,100.80000000000001,"","","","",25.200000000000003,0.8,"","","","","","","","","","","","","","","","","",""
"","",24.400000000000002,132.8,24.6,100.80000000000001,"","","","",25.400000000000002,0.8,"","","","","","","","","","","","","","","","","",""
"","",24.6,132.8,24.8,100.80000000000001,"","","","",25.6,0.8,"","","","","","","","","","","","","","","","","",""
"","",24.8,132.8,25.,100.80000000000001,"","","","",25.8,0.8,"","","","","","","","","","","","","","","","","",""
"","",25.,132.8,25.200000000000003,100.80000000000001,"","","","",26.,0.8,"","","","","","","","","","","","","","","","","",""
"","",25.200000000000003,132.8,25.400000000000002,100.80000000000001,"","","","",26.200000000000003,0.8,"","","","","","","","","","","","","","","","","",""
"","",25.400000000000002,132.8,25.6,100.80000000000001,"","","","",26.400000000000002,0.8,"","","","","","","","","","","","","","","","","",""
"","",25.6,132.,25.8,100.80000000000001,"","","","",26.6,0.8,"","","","","","","","","","","","","","","","","",""
"","",25.8,132.,26.,100.80000000000001,"","","","",26.8,0.8,"","","","","","","","","","","","","","","","","",""
"","",26.,132.,26.200000000000003,100.80000000000001,"","","","",27.,0.8,"","","","","","","","","","","","","","","","","",""
"","",26.200000000000003,132.,26.400000000000002,100.80000000000001,"","","","",27.200000000000003,0.8,"","","","","","","","","","","","","","","","","",""
"","",26.400000000000002,132.,26.6,100.80000000000001,"","","","",27.400000000000002,0.8,"","","","","","","","","","","","","","","","","",""
"","",26.6,132.,26.8,100.80000000000001,"","","","",27.6,0.8,"","","","","","","","","","","","","","","","","",""
"","",26.8,132.,27.,100.80000000000001,"","","","",27.8,0.8,"","","","","","","","","","","","","","","","","",""
"","",27.,132.,27.200000000000003,100.80000000000001,"","","","",28.,0.8,"","","","","","","","","","","","","","","","","",""
"","",27.200000000000003,132.,27.400000000000002,100.80000000000001,"","","","",28.200000000000003,0.8,"","","","","","","","","","","","","","","","","",""
"","",27.400000000000002,132.,27.6,100.80000000000001,"","","","",28.400000000000002,0.8,"","","","","","","","","","","","","","","","","",""
"","",27.6,132.,27.8,100.80000000000001,"","","","",28.6,0.8,"","","","","","","","","","","","","","","","","",""
"","",27.8,131.20000000000002,28.,100.80000000000001,"","","","",28.8,0.8,"","","","","","","","","","","","","","","","","",""
"","",28.,131.20000000000002,28.200000000000003,100.80000000000001,"","","","",29.,0.8,"","","","","","","","","","","","","","","","","",""
"","",28.200000000000003,130.4,28.400000000000002,100.80000000000001,"","","","",29.200000000000003,0.8,"","","","","","","","","","","","","","","","","",""
"","",28.400000000000002,130.4,28.6,100.80000000000001,"","","","",29.400000000000002,0.8,"","","","","","","","","","","","","","","","","",""
