"t [pixel] #1","x [pixel] #1","t [pixel] #2","x [pixel] #2","t [pixel] #3","x [pixel] #3","t [pixel] #4","x [pixel] #4","t [pixel] #5","x [pixel] #5","t [pixel] #6","x [pixel] #6","t [pixel] #7","x [pixel] #7","t [pixel] #8","x [pixel] #8","t [pixel] #9","x [pixel] #9","t [pixel] #10","x [pixel] #10","t [pixel] #11","x [pixel] #11","t [pixel] #12","x [pixel] #12","t [pixel] #13","x [pixel] #13","t [pixel] #14","x [pixel] #14","t [pixel] #15","x [pixel] #15","t [pixel] #16","x [pixel] #16","t [pixel] #17","x [pixel] #17","t [pixel] #18","x [pixel] #18","t [pixel] #19","x [pixel] #19","t [pixel] #20","x [pixel] #20","t [pixel] #21","x [pixel] #21","t [pixel] #22","x [pixel] #22","t [pixel] #23","x [pixel] #23","t [pixel] #24","x [pixel] #24","t [pixel] #25","x [pixel] #25","t [pixel] #26","x [pixel] #26","t [pixel] #27","x [pixel] #27","t [pixel] #28","x [pixel] #28","t [pixel] #29","x [pixel] #29","t [pixel] #30","x [pixel] #30","t [pixel] #31","x [pixel] #31","t [pixel] #32","x [pixel] #32","t [pixel] #33","x [pixel] #33","t [pixel] #34","x [pixel] #34","t [pixel] #35","x [pixel] #35","t [pixel] #36","x [pixel] #36"
2.4000000000000004,16.,2.4000000000000004,36.,2.4000000000000004,44.800000000000004,2.4000000000000004,52.800000000000004,29.400000000000002,55.2,2.4000000000000004,96.80000000000001,2.4000000000000004,157.60000000000002,2.4000000000000004,171.20000000000002,2.4000000000000004,196.8,2.6,56.800000000000004,2.6,175.20000000000002,2.6,181.60000000000002,2.8000000000000003,118.4,2.8000000000000003,178.4,4.,0.8,"","",39.,31.200000000000003,4.,40.,5.,15.200000000000001,10.8,15.200000000000001,8.6,15.200000000000001,7.2,30.400000000000002,7.4,47.2,14.200000000000001,175.20000000000002,16.,206.4,37.4,204.8,"","",19.400000000000002,194.4,19.6,172.,27.,186.4,31.,115.2,32.6,173.60000000000002,36.2,0.8,5.4,95.2,"","",27.6,159.20000000000002
2.6,16.,2.6,36.,2.6,45.6,2.6,52.800000000000004,29.6,55.2,2.6,96.80000000000001,2.6,157.60000000000002,2.6,171.20000000000002,2.6,196.8,2.8000000000000003,56.800000000000004,2.8000000000000003,175.20000000000002,2.8000000000000003,181.60000000000002,3.,118.4,3.,178.4,4.2,0.8,"","",39.2,32.,4.2,40.,5.2,15.200000000000001,11.,15.200000000000001,"","",7.4,30.400000000000002,7.6000000000000005,47.2,14.4,175.20000000000002,16.2,206.4,37.6,204.8,"","",19.6,194.4,19.8,172.,27.200000000000003,186.4,31.200000000000003,115.2,32.800000000000004,173.60000000000002,36.4,0.8,5.6000000000000005,95.2,"","",27.8,159.20000000000002
2.8000000000000003,16.,2.8000000000000003,36.,2.8000000000000003,45.6,2.8000000000000003,53.6,29.8,55.2,2.8000000000000003,96.80000000000001,2.8000000000000003,157.60000000000002,2.8000000000000003,171.20000000000002,2.8000000000000003,196.8,3.,56.800000000000004,3.,175.20000000000002,3.,181.60000000000002,3.2,118.4,3.2,178.4,4.4,0.8,"","",39.400000000000006,32.800000000000004,4.4,40.,5.4,15.200000000000001,11.200000000000001,15.200000000000001,"","",7.6000000000000005,30.400000000000002,7.800000000000001,47.2,14.600000000000001,175.20000000000002,16.400000000000002,206.4,37.800000000000004,204.8,"","",19.8,194.4,20.,172.,27.400000000000002,186.4,31.400000000000002,115.2,33.,173.60000000000002,36.6,0.8,5.800000000000001,95.2,"","",28.,159.20000000000002
3.,16.,3.,36.,3.,45.6,3.,53.6,30.,55.2,3.,96.80000000000001,3.,157.60000000000002,3.,171.20000000000002,3.,196.8,3.2,56.800000000000004,3.2,175.20000000000002,3.2,181.60000000000002,3.4000000000000004,118.4,3.4000000000000004,178.4,4.6000000000000005,0.8,"","",39.6,32.800000000000004,4.6000000000000005,40.,5.6000000000000005,15.200000000000001,11.4,15.200000000000001,"","",7.800000000000001,30.400000000000002,8.,47.2,14.8,175.20000000000002,16.6,205.60000000000002,38.,204.8,"","",20.,194.4,20.200000000000003,172.,27.6,186.4,31.6,115.2,33.2,173.60000000000002,36.800000000000004,0.8,6.,95.2,"","",28.200000000000003,159.20000000000002
3.2,16.,3.2,36.,3.2,46.400000000000006,3.2,53.6,30.200000000000003,55.2,3.2,97.60000000000001,3.2,157.60000000000002,3.2,171.20000000000002,3.2,196.8,3.4000000000000004,56.800000000000004,3.4000000000000004,175.20000000000002,3.4000000000000004,181.60000000000002,3.6,118.4,3.6,178.4,4.800000000000001,0.8,"","",39.800000000000004,33.6,4.800000000000001,40.,5.800000000000001,15.200000000000001,11.600000000000001,15.200000000000001,"","",8.,30.400000000000002,8.200000000000001,47.2,15.,175.20000000000002,16.8,205.60000000000002,38.2,204.8,"","",20.200000000000003,194.4,20.400000000000002,172.,27.8,186.4,31.8,116.,33.4,173.60000000000002,37.,0.8,6.2,95.2,"","",28.400000000000002,159.20000000000002
3.4000000000000004,16.8,3.4000000000000004,36.,3.4000000000000004,46.400000000000006,3.4000000000000004,53.6,30.400000000000002,55.2,3.4000000000000004,97.60000000000001,3.4000000000000004,157.60000000000002,3.4000000000000004,171.20000000000002,3.4000000000000004,196.8,3.6,56.800000000000004,3.6,175.20000000000002,3.6,181.60000000000002,3.8000000000000003,118.4,3.8000000000000003,178.4,5.,0.8,"","","","",5.,40.,6.,15.200000000000001,11.8,15.200000000000001,"","",8.200000000000001,30.400000000000002,8.4,47.2,15.200000000000001,175.20000000000002,17.,205.60000000000002,38.400000000000006,204.8,"","",20.400000000000002,194.4,20.6,172.8,28.,186.4,32.,116.,33.6,173.60000000000002,37.2,0.8,6.4,95.2,"","",28.6,159.20000000000002
3.6,16.8,3.6,36.800000000000004,3.6,47.2,3.6,53.6,30.6,55.2,3.6,98.4,3.6,158.4,3.6,171.20000000000002,3.6,196.8,3.8000000000000003,56.800000000000004,3.8000000000000003,175.20000000000002,3.8000000000000003,181.60000000000002,4.,118.4,4.,179.20000000000002,5.2,0.8,"","","","",5.2,40.,6.2,15.200000000000001,12.,15.200000000000001,"","",8.4,30.400000000000002,8.6,47.2,15.4,175.20000000000002,17.2,205.60000000000002,38.6,204.8,"","",20.6,194.4,20.8,172.8,28.200000000000003,186.4,32.2,116.,33.800000000000004,173.60000000000002,37.4,0.8,6.6000000000000005,95.2,"","",28.8,159.20000000000002
3.8000000000000003,16.8,3.8000000000000003,36.800000000000004,3.8000000000000003,48.,3.8000000000000003,53.6,30.8,55.2,3.8000000000000003,99.2,3.8000000000000003,158.4,3.8000000000000003,171.20000000000002,3.8000000000000003,196.8,4.,56.800000000000004,4.,175.20000000000002,4.,181.60000000000002,4.2,118.4,4.2,179.20000000000002,5.4,0.8,"","","","",5.4,40.,6.4,15.200000000000001,12.200000000000001,15.200000000000001,"","",8.6,30.400000000000002,8.8,48.,15.600000000000001,175.20000000000002,17.400000000000002,205.60000000000002,38.800000000000004,204.8,"","",20.8,194.4,21.,172.8,28.400000000000002,186.4,32.4,116.,34.,173.60000000000002,37.6,0.8,6.800000000000001,95.2,"","",29.,159.20000000000002
4.,16.8,4.,36.800000000000004,4.,48.800000000000004,4.,53.6,31.,55.2,4.,99.2,4.,158.4,4.,171.20000000000002,4.,196.,4.2,56.800000000000004,4.2,175.20000000000002,4.2,181.60000000000002,4.4,118.4,4.4,179.20000000000002,5.6000000000000005,0.8,"","","","",5.6000000000000005,40.,"","",12.4,15.200000000000001,"","",8.8,30.400000000000002,9.,48.,15.8,175.20000000000002,17.6,204.8,39.,204.8,"","",21.,194.4,21.200000000000003,172.8,28.6,186.4,"","",34.2,173.60000000000002,37.800000000000004,0.8,7.,95.2,"","",29.200000000000003,159.20000000000002
4.2,17.6,4.2,36.800000000000004,4.2,49.6,4.2,53.6,31.200000000000003,55.2,4.2,100.,4.2,158.4,4.2,171.20000000000002,4.2,196.,4.4,56.800000000000004,4.4,175.20000000000002,4.4,181.60000000000002,4.6000000000000005,118.4,4.6000000000000005,179.20000000000002,5.800000000000001,0.8,"","","","",5.800000000000001,40.,"","",12.600000000000001,15.200000000000001,"","",9.,30.400000000000002,9.200000000000001,48.,16.,175.20000000000002,17.8,204.8,39.2,204.8,"","",21.200000000000003,194.4,21.400000000000002,172.8,28.8,186.4,"","",34.4,173.60000000000002,38.,0.8,7.2,95.2,"","",29.400000000000002,159.20000000000002
4.4,17.6,4.4,36.800000000000004,4.4,50.400000000000006,4.4,53.6,31.400000000000002,55.2,4.4,100.80000000000001,4.4,158.4,4.4,171.20000000000002,4.4,196.,4.6000000000000005,56.800000000000004,4.6000000000000005,175.20000000000002,4.6000000000000005,181.60000000000002,4.800000000000001,118.4,4.800000000000001,179.20000000000002,6.,0.8,"","","","",6.,40.,"","",12.8,15.200000000000001,"","",9.200000000000001,30.400000000000002,9.4,48.,16.2,175.20000000000002,18.,204.8,39.400000000000006,205.60000000000002,"","",21.400000000000002,194.4,21.6,172.8,29.,186.4,"","",34.6,173.60000000000002,38.2,0.8,7.4,95.2,"","",29.6,159.20000000000002
4.6000000000000005,17.6,4.6000000000000005,36.800000000000004,4.6000000000000005,51.2,4.6000000000000005,52.800000000000004,31.6,55.2,4.6000000000000005,101.60000000000001,4.6000000000000005,158.4,4.6000000000000005,171.20000000000002,4.6000000000000005,196.,4.800000000000001,56.800000000000004,4.800000000000001,175.20000000000002,4.800000000000001,181.60000000000002,5.,118.4,5.,179.20000000000002,6.2,0.8,"","","","",6.2,40.,"","",13.,15.200000000000001,"","",9.4,31.200000000000003,9.600000000000001,48.,"","",18.2,204.8,39.6,205.60000000000002,"","",21.6,194.4,21.8,172.8,29.200000000000003,186.4,"","",34.800000000000004,173.60000000000002,38.400000000000006,0.8,7.6000000000000005,95.2,"","",29.8,159.20000000000002
4.800000000000001,17.6,4.800000000000001,36.800000000000004,4.800000000000001,52.,4.800000000000001,52.,31.8,55.2,4.800000000000001,102.4,4.800000000000001,158.4,4.800000000000001,170.4,4.800000000000001,196.,5.,56.800000000000004,5.,175.20000000000002,5.,181.60000000000002,5.2,118.4,"","",6.4,0.8,"","","","",6.4,40.,"","",13.200000000000001,15.200000000000001,"","",9.600000000000001,31.200000000000003,9.8,48.,"","",18.400000000000002,204.8,"","","","",21.8,195.20000000000002,"","",29.400000000000002,186.4,"","",35.,173.60000000000002,38.6,0.8,7.800000000000001,95.2,"","",30.,159.20000000000002
5.,17.6,5.,36.800000000000004,5.,52.800000000000004,5.,52.800000000000004,32.,55.2,5.,103.2,5.,158.4,5.,170.4,5.,196.,5.2,56.800000000000004,5.2,175.20000000000002,5.2,181.60000000000002,5.4,118.4,"","",6.6000000000000005,0.8,"","","","",6.6000000000000005,40.,"","",13.4,15.200000000000001,"","",9.8,31.200000000000003,10.,48.,"","",18.6,204.8,"","","","",22.,195.20000000000002,"","",29.6,186.4,"","",35.2,173.60000000000002,38.800000000000004,0.8,8.,95.2,"","",30.200000000000003,159.20000000000002
5.2,18.400000000000002,5.2,36.800000000000004,5.2,53.6,5.2,53.6,32.2,55.2,5.2,103.2,5.2,158.4,5.2,170.4,5.2,196.,5.4,56.800000000000004,5.4,175.20000000000002,5.4,181.60000000000002,5.6000000000000005,119.2,"","",6.800000000000001,0.8,"","","","",6.800000000000001,40.,"","",13.600000000000001,15.200000000000001,"","",10.,30.400000000000002,10.200000000000001,48.,"","",18.8,204.8,"","","","",22.200000000000003,195.20000000000002,"","",29.8,186.4,"","",35.4,173.60000000000002,39.,0.8,8.200000000000001,95.2,"","",30.400000000000002,159.20000000000002
5.4,18.400000000000002,5.4,36.800000000000004,5.4,53.6,5.4,53.6,32.4,55.2,5.4,104.,5.4,158.4,5.4,170.4,5.4,196.,5.6000000000000005,56.800000000000004,5.6000000000000005,175.20000000000002,5.6000000000000005,181.60000000000002,5.800000000000001,119.2,"","",7.,0.8,"","","","",7.,40.,"","",13.8,15.200000000000001,"","",10.200000000000001,30.400000000000002,10.4,48.,"","",19.,204.,"","","","",22.400000000000002,195.20000000000002,"","",30.,186.4,"","",35.6,173.60000000000002,39.2,0.8,8.4,95.2,"","",30.6,159.20000000000002
5.6000000000000005,18.400000000000002,5.6000000000000005,36.800000000000004,5.6000000000000005,53.6,5.6000000000000005,53.6,32.6,55.2,5.6000000000000005,104.80000000000001,5.6000000000000005,158.4,5.6000000000000005,170.4,5.6000000000000005,196.,5.800000000000001,56.,5.800000000000001,175.20000000000002,5.800000000000001,181.60000000000002,6.,119.2,"","",7.2,0.8,"","","","",7.2,39.2,"","",14.,15.200000000000001,"","",10.4,31.200000000000003,10.600000000000001,48.,"","",19.200000000000003,204.,"","","","",22.6,195.20000000000002,"","",30.200000000000003,186.4,"","",35.800000000000004,173.60000000000002,39.400000000000006,0.8,8.6,95.2,"","",30.8,159.20000000000002
5.800000000000001,18.400000000000002,5.800000000000001,36.800000000000004,5.800000000000001,54.400000000000006,5.800000000000001,54.400000000000006,32.800000000000004,55.2,5.800000000000001,105.60000000000001,5.800000000000001,158.4,5.800000000000001,170.4,5.800000000000001,196.,6.,56.,6.,175.20000000000002,6.,181.60000000000002,6.2,119.2,"","",7.4,0.8,"","","","",7.4,38.400000000000006,"","",14.200000000000001,15.200000000000001,"","",10.600000000000001,31.200000000000003,10.8,48.800000000000004,"","",19.400000000000002,204.,"","","","",22.8,195.20000000000002,"","",30.400000000000002,186.4,"","",36.,173.60000000000002,39.6,0.8,8.8,95.2,"","",31.,159.20000000000002
6.,18.400000000000002,6.,36.800000000000004,6.,56.,6.,54.400000000000006,33.,55.2,6.,106.4,6.,159.20000000000002,6.,170.4,6.,196.,6.2,56.800000000000004,6.2,175.20000000000002,6.2,181.60000000000002,6.4,119.2,"","",7.6000000000000005,0.8,"","","","",7.6000000000000005,39.2,"","",14.4,15.200000000000001,"","",10.8,31.200000000000003,11.,48.800000000000004,"","",19.6,204.,"","","","",23.,195.20000000000002,"","",30.6,186.4,"","",36.2,173.60000000000002,"","",9.,95.2,"","",31.200000000000003,159.20000000000002
6.2,18.400000000000002,6.2,36.800000000000004,6.2,56.800000000000004,6.2,53.6,33.2,55.2,6.2,106.4,6.2,159.20000000000002,6.2,170.4,6.2,196.,6.4,56.800000000000004,6.4,176.,6.4,181.60000000000002,6.6000000000000005,119.2,"","",7.800000000000001,0.8,"","","","",7.800000000000001,39.2,"","",14.600000000000001,15.200000000000001,"","",11.,31.200000000000003,11.200000000000001,48.800000000000004,"","",19.8,204.,"","","","",23.200000000000003,195.20000000000002,"","",30.8,186.4,"","",36.4,173.60000000000002,"","",9.200000000000001,95.2,"","",31.400000000000002,159.20000000000002
6.4,18.400000000000002,6.4,36.800000000000004,6.4,56.800000000000004,6.4,53.6,33.4,55.2,6.4,107.2,6.4,159.20000000000002,6.4,170.4,6.4,196.,6.6000000000000005,56.800000000000004,6.6000000000000005,176.,6.6000000000000005,181.60000000000002,6.800000000000001,119.2,"","",8.,0.8,"","","","",8.,39.2,"","",14.8,15.200000000000001,"","",11.200000000000001,31.200000000000003,11.4,48.800000000000004,"","",20.,204.,"","","","",23.400000000000002,195.20000000000002,"","",31.,186.4,"","",36.6,173.60000000000002,"","",9.4,95.2,"","",31.6,159.20000000000002
6.6000000000000005,18.400000000000002,6.6000000000000005,36.800000000000004,6.6000000000000005,56.800000000000004,6.6000000000000005,53.6,33.6,55.2,6.6000000000000005,107.2,6.6000000000000005,159.20000000000002,6.6000000000000005,170.4,6.6000000000000005,196.,6.800000000000001,56.800000000000004,6.800000000000001,176.,6.800000000000001,181.60000000000002,7.,119.2,"","",8.200000000000001,0.8,"","","","",8.200000000000001,39.2,"","",15.,15.200000000000001,"","",11.4,31.200000000000003,11.600000000000001,48.800000000000004,"","",20.200000000000003,204.,"","","","",23.6,195.20000000000002,"","",31.200000000000003,186.4,"","",36.800000000000004,173.60000000000002,"","",9.600000000000001,96.,"","",31.8,159.20000000000002
6.800000000000001,19.200000000000003,6.800000000000001,37.6,6.800000000000001,57.6,6.800000000000001,53.6,33.800000000000004,55.2,6.800000000000001,108.,6.800000000000001,159.20000000000002,6.800000000000001,170.4,6.800000000000001,196.,7.,56.800000000000004,7.,176.8,7.,181.60000000000002,7.2,120.,"","",8.4,0.8,"","","","",8.4,39.2,"","",15.200000000000001,15.200000000000001,"","",11.600000000000001,31.200000000000003,11.8,48.800000000000004,"","",20.400000000000002,204.,"","","","",23.8,195.20000000000002,"","",31.400000000000002,186.4,"","",37.,173.60000000000002,"","",9.8,96.,"","",32.,159.20000000000002
7.,19.200000000000003,7.,37.6,7.,58.400000000000006,7.,53.6,34.,55.2,7.,108.,7.,159.20000000000002,7.,170.4,7.,196.,7.2,56.800000000000004,7.2,176.8,7.2,181.60000000000002,7.4,120.,"","",8.6,0.8,"","","","",8.6,39.2,"","",15.4,15.200000000000001,"","",11.8,31.200000000000003,12.,48.800000000000004,"","",20.6,204.,"","","","",24.,195.20000000000002,"","",31.6,186.4,"","",37.2,173.60000000000002,"","",10.,96.,"","",32.2,159.20000000000002
7.2,19.200000000000003,7.2,37.6,7.2,59.2,7.2,53.6,34.2,55.2,7.2,108.80000000000001,7.2,159.20000000000002,7.2,170.4,7.2,196.,7.4,56.800000000000004,7.4,176.8,7.4,181.60000000000002,7.6000000000000005,120.,"","",8.8,0.8,"","","","",8.8,39.2,"","",15.600000000000001,15.200000000000001,"","",12.,31.200000000000003,12.200000000000001,48.800000000000004,"","",20.8,204.,"","","","",24.200000000000003,195.20000000000002,"","",31.8,186.4,"","",37.4,173.60000000000002,"","",10.200000000000001,96.,"","",32.4,159.20000000000002
7.4,20.,7.4,38.400000000000006,7.4,60.,7.4,53.6,34.4,55.2,7.4,109.60000000000001,7.4,159.20000000000002,7.4,170.4,7.4,196.,7.6000000000000005,56.800000000000004,7.6000000000000005,176.8,7.6000000000000005,181.60000000000002,7.800000000000001,120.,"","",9.,0.8,"","","","",9.,39.2,"","",15.8,15.200000000000001,"","",12.200000000000001,31.200000000000003,12.4,48.800000000000004,"","",21.,203.20000000000002,"","","","",24.400000000000002,195.20000000000002,"","",32.,186.4,"","",37.6,173.60000000000002,"","",10.4,96.,"","",32.6,159.20000000000002
7.6000000000000005,20.,"","",7.6000000000000005,60.,7.6000000000000005,53.6,34.6,55.2,7.6000000000000005,109.60000000000001,7.6000000000000005,159.20000000000002,7.6000000000000005,170.4,7.6000000000000005,196.,7.800000000000001,56.800000000000004,7.800000000000001,176.8,7.800000000000001,181.60000000000002,8.,120.,"","",9.200000000000001,0.8,"","","","",9.200000000000001,39.2,"","",16.,15.200000000000001,"","",12.4,31.200000000000003,12.600000000000001,48.800000000000004,"","",21.200000000000003,203.20000000000002,"","","","",24.6,195.20000000000002,"","",32.2,186.4,"","",37.800000000000004,173.60000000000002,"","",10.600000000000001,96.,"","",32.800000000000004,159.20000000000002
7.800000000000001,20.,"","",7.800000000000001,60.800000000000004,7.800000000000001,53.6,34.800000000000004,55.2,7.800000000000001,110.4,7.800000000000001,159.20000000000002,7.800000000000001,170.4,7.800000000000001,196.,8.,56.800000000000004,8.,176.8,8.,181.60000000000002,8.200000000000001,120.,"","",9.4,0.8,"","","","",9.4,39.2,"","",16.2,15.200000000000001,"","",12.600000000000001,31.200000000000003,12.8,49.6,"","",21.400000000000002,203.20000000000002,"","","","",24.8,195.20000000000002,"","",32.4,186.4,"","",38.,173.60000000000002,"","",10.8,96.,"","",33.,159.20000000000002
8.,20.8,"","",8.,61.6,8.,53.6,35.,55.2,8.,111.2,8.,159.20000000000002,8.,170.4,8.,196.,8.200000000000001,56.800000000000004,8.200000000000001,177.60000000000002,8.200000000000001,181.60000000000002,8.4,120.,"","",9.600000000000001,0.8,"","","","",9.600000000000001,39.2,"","",16.400000000000002,15.200000000000001,"","",12.8,31.200000000000003,13.,49.6,"","",21.6,203.20000000000002,"","","","",25.,195.20000000000002,"","",32.6,186.4,"","",38.2,173.60000000000002,"","",11.,96.,"","",33.2,159.20000000000002
8.200000000000001,20.8,"","",8.200000000000001,62.400000000000006,8.200000000000001,53.6,35.2,55.2,8.200000000000001,112.,8.200000000000001,159.20000000000002,8.200000000000001,170.4,8.200000000000001,196.,8.4,56.800000000000004,8.4,177.60000000000002,8.4,181.60000000000002,8.6,120.80000000000001,"","",9.8,0.8,"","","","",9.8,39.2,"","",16.6,15.200000000000001,"","",13.,31.200000000000003,13.200000000000001,49.6,"","",21.8,203.20000000000002,"","","","",25.200000000000003,195.20000000000002,"","",32.800000000000004,186.4,"","",38.400000000000006,173.60000000000002,"","",11.200000000000001,96.,"","",33.4,159.20000000000002
8.4,21.6,"","",8.4,63.2,8.4,53.6,35.4,55.2,8.4,112.80000000000001,8.4,159.20000000000002,8.4,170.4,8.4,196.8,8.6,56.800000000000004,8.6,177.60000000000002,8.6,181.60000000000002,8.8,120.80000000000001,"","",10.,0.8,"","","","",10.,39.2,"","",16.8,15.200000000000001,"","",13.200000000000001,31.200000000000003,13.4,48.800000000000004,"","",22.,203.20000000000002,"","","","",25.400000000000002,195.20000000000002,"","",33.,186.4,"","",38.6,173.60000000000002,"","",11.4,96.,"","",33.6,159.20000000000002
8.6,21.6,"","",8.6,64.,8.6,53.6,35.6,55.2,8.6,113.60000000000001,8.6,159.20000000000002,8.6,170.4,8.6,196.8,8.8,56.800000000000004,8.8,177.60000000000002,8.8,181.60000000000002,9.,120.80000000000001,"","",10.200000000000001,0.8,"","","","",10.200000000000001,39.2,"","",17.,15.200000000000001,"","",13.4,31.200000000000003,13.600000000000001,48.800000000000004,"","",22.200000000000003,203.20000000000002,"","","","",25.6,195.20000000000002,"","",33.2,186.4,"","",38.800000000000004,173.60000000000002,"","",11.600000000000001,96.,"","",33.800000000000004,160.
8.8,21.6,"","",8.8,64.,8.8,53.6,35.800000000000004,55.2,8.8,114.4,8.8,159.20000000000002,8.8,170.4,8.8,196.8,9.,56.800000000000004,9.,177.60000000000002,9.,181.60000000000002,9.200000000000001,120.80000000000001,"","",10.4,0.8,"","","","",10.4,39.2,"","",17.2,15.200000000000001,"","",13.600000000000001,31.200000000000003,13.8,48.800000000000004,"","",22.400000000000002,203.20000000000002,"","","","",25.8,195.20000000000002,"","",33.4,186.4,"","",39.,173.60000000000002,"","",11.8,96.,"","",34.,160.
9.,21.6,"","",9.,64.,9.,53.6,36.,55.2,9.,115.2,9.,159.20000000000002,9.,170.4,9.,196.8,9.200000000000001,56.800000000000004,9.200000000000001,177.60000000000002,9.200000000000001,181.60000000000002,9.4,120.80000000000001,"","",10.600000000000001,0.8,"","","","",10.600000000000001,39.2,"","",17.400000000000002,15.200000000000001,"","",13.8,31.200000000000003,14.,48.800000000000004,"","",22.6,203.20000000000002,"","","","",26.,195.20000000000002,"","",33.6,186.4,"","",39.2,173.60000000000002,"","",12.,96.,"","",34.2,160.
9.200000000000001,22.400000000000002,"","",9.200000000000001,64.,9.200000000000001,53.6,36.2,55.2,9.200000000000001,116.,9.200000000000001,159.20000000000002,9.200000000000001,170.4,9.200000000000001,196.8,9.4,56.800000000000004,9.4,177.60000000000002,9.4,181.60000000000002,9.600000000000001,120.80000000000001,"","",10.8,0.8,"","","","",10.8,39.2,"","",17.6,15.200000000000001,"","",14.,31.200000000000003,14.200000000000001,48.800000000000004,"","",22.8,204.,"","","","",26.200000000000003,195.20000000000002,"","",33.800000000000004,186.4,"","",39.400000000000006,173.60000000000002,"","",12.200000000000001,96.,"","",34.4,160.
9.4,22.400000000000002,"","",9.4,64.8,9.4,53.6,36.4,55.2,9.4,116.80000000000001,9.4,159.20000000000002,9.4,170.4,9.4,196.8,9.600000000000001,56.800000000000004,9.600000000000001,177.60000000000002,9.600000000000001,181.60000000000002,9.8,120.,"","",11.,0.8,"","","","",11.,39.2,"","",17.8,15.200000000000001,"","",14.200000000000001,31.200000000000003,14.4,49.6,"","",23.,204.,"","","","",26.400000000000002,195.20000000000002,"","",34.,186.4,"","",39.6,173.60000000000002,"","",12.4,95.2,"","",34.6,160.
9.600000000000001,22.400000000000002,"","",9.600000000000001,64.8,9.600000000000001,53.6,36.6,55.2,9.600000000000001,117.60000000000001,9.600000000000001,159.20000000000002,9.600000000000001,170.4,9.600000000000001,196.8,9.8,56.800000000000004,9.8,177.60000000000002,9.8,181.60000000000002,10.,120.,"","",11.200000000000001,0.8,"","","","",11.200000000000001,39.2,"","",18.,15.200000000000001,"","",14.4,31.200000000000003,14.600000000000001,49.6,"","",23.200000000000003,204.,"","","","",26.6,195.20000000000002,"","",34.2,186.4,"","",39.800000000000004,172.8,"","",12.600000000000001,95.2,"","",34.800000000000004,160.
9.8,22.400000000000002,"","",9.8,65.60000000000001,9.8,53.6,36.800000000000004,56.,9.8,118.4,9.8,159.20000000000002,9.8,170.4,9.8,196.8,10.,56.800000000000004,10.,177.60000000000002,10.,181.60000000000002,10.200000000000001,120.,"","",11.4,0.8,"","","","",11.4,39.2,"","",18.2,15.200000000000001,"","",14.600000000000001,31.200000000000003,14.8,49.6,"","",23.400000000000002,204.,"","","","",26.8,195.20000000000002,"","","","","","",40.,172.8,"","",12.8,95.2,"","",35.,160.
10.,22.400000000000002,"","",10.,66.4,10.,53.6,37.,56.,10.,119.2,10.,159.20000000000002,10.,170.4,10.,196.8,10.200000000000001,56.800000000000004,10.200000000000001,177.60000000000002,10.200000000000001,181.60000000000002,10.4,120.,"","",11.600000000000001,0.8,"","","","",11.600000000000001,39.2,"","",18.400000000000002,15.200000000000001,"","",14.8,31.200000000000003,15.,49.6,"","",23.6,204.,"","","","",27.,195.20000000000002,"","","","","","","","","","",13.,95.2,"","",35.2,160.
10.200000000000001,23.200000000000003,"","",10.200000000000001,67.2,10.200000000000001,53.6,37.2,56.,10.200000000000001,120.,10.200000000000001,159.20000000000002,10.200000000000001,170.4,10.200000000000001,196.8,10.4,56.800000000000004,10.4,177.60000000000002,10.4,181.60000000000002,10.600000000000001,120.,"","",11.8,0.8,"","","","",11.8,39.2,"","",18.6,15.200000000000001,"","",15.,31.200000000000003,15.200000000000001,49.6,"","",23.8,204.,"","","","",27.200000000000003,195.20000000000002,"","","","","","","","","","",13.200000000000001,95.2,"","",35.4,160.8
10.4,23.200000000000003,"","",10.4,67.2,10.4,53.6,37.4,55.2,10.4,120.,10.4,159.20000000000002,10.4,170.4,10.4,196.8,10.600000000000001,56.800000000000004,10.600000000000001,177.60000000000002,10.600000000000001,181.60000000000002,10.8,120.,"","",12.,0.8,"","","","",12.,39.2,"","",18.8,15.200000000000001,"","",15.200000000000001,31.200000000000003,15.4,49.6,"","",24.,204.,"","","","",27.400000000000002,195.20000000000002,"","","","","","","","","","",13.4,95.2,"","",35.6,160.8
10.600000000000001,23.200000000000003,"","",10.600000000000001,68.,10.600000000000001,53.6,37.6,55.2,10.600000000000001,120.,10.600000000000001,159.20000000000002,10.600000000000001,170.4,10.600000000000001,196.8,10.8,56.800000000000004,10.8,177.60000000000002,10.8,181.60000000000002,11.,120.,"","",12.200000000000001,0.8,"","","","",12.200000000000001,39.2,"","",19.,15.200000000000001,"","",15.4,31.200000000000003,15.600000000000001,49.6,"","",24.200000000000003,204.,"","","","",27.6,195.20000000000002,"","","","","","","","","","",13.600000000000001,96.,"","",35.800000000000004,160.8
10.8,23.200000000000003,"","",10.8,68.8,10.8,53.6,37.800000000000004,55.2,10.8,120.80000000000001,10.8,159.20000000000002,10.8,170.4,10.8,196.8,11.,57.6,11.,177.60000000000002,11.,181.60000000000002,11.200000000000001,119.2,"","",12.4,0.8,"","","","",12.4,39.2,"","",19.200000000000003,15.200000000000001,"","",15.600000000000001,31.200000000000003,15.8,49.6,"","",24.400000000000002,204.,"","","","",27.8,195.20000000000002,"","","","","","","","","","",13.8,96.,"","",36.,160.8
