"t [pixel] #1","x [pixel] #1","t [pixel] #2","x [pixel] #2","t [pixel] #3","x [pixel] #3","t [pixel] #4","x [pixel] #4","t [pixel] #5","x [pixel] #5","t [pixel] #6","x [pixel] #6","t [pixel] #7","x [pixel] #7","t [pixel] #8","x [pixel] #8","t [pixel] #9","x [pixel] #9","t [pixel] #10","x [pixel] #10","t [pixel] #11","x [pixel] #11","t [pixel] #12","x [pixel] #12","t [pixel] #13","x [pixel] #13","t [pixel] #14","x [pixel] #14","t [pixel] #15","x [pixel] #15","t [pixel] #16","x [pixel] #16","t [pixel] #17","x [pixel] #17","t [pixel] #18","x [pixel] #18","t [pixel] #19","x [pixel] #19","t [pixel] #20","x [pixel] #20"
2.4000000000000004,64.,2.4000000000000004,75.2,2.4000000000000004,100.80000000000001,2.4000000000000004,152.,2.6,19.200000000000003,"","",2.6,71.2,2.6,94.4,2.8000000000000003,116.80000000000001,6.6000000000000005,44.800000000000004,"","",7.6000000000000005,110.4,12.,112.80000000000001,14.600000000000001,40.,24.400000000000002,112.80000000000001,26.200000000000003,116.80000000000001,31.,66.4,36.6,38.400000000000006,"","",23.8,66.4
2.6,64.,2.6,75.2,2.6,100.80000000000001,2.6,152.,2.8000000000000003,19.200000000000003,"","",2.8000000000000003,71.2,2.8000000000000003,94.4,3.,116.80000000000001,6.800000000000001,44.800000000000004,"","",7.800000000000001,110.4,12.200000000000001,112.80000000000001,14.8,40.,24.6,112.80000000000001,26.400000000000002,116.80000000000001,31.200000000000003,66.4,36.800000000000004,38.400000000000006,"","","",""
2.8000000000000003,64.,2.8000000000000003,75.2,2.8000000000000003,100.80000000000001,2.8000000000000003,152.,3.,20.,"","",3.,71.2,3.,94.4,3.2,116.80000000000001,7.,44.800000000000004,"","","","",12.4,112.80000000000001,15.,40.,24.8,112.80000000000001,26.6,116.80000000000001,31.400000000000002,66.4,37.,38.400000000000006,"","","",""
3.,64.,3.,75.2,3.,100.80000000000001,3.,152.,3.2,20.,"","",3.2,71.2,3.2,94.4,3.4000000000000004,116.80000000000001,7.2,44.800000000000004,"","","","",12.600000000000001,112.80000000000001,15.200000000000001,40.,25.,112.80000000000001,26.8,116.80000000000001,31.6,66.4,37.2,38.400000000000006,"","","",""
3.2,64.,3.2,75.2,3.2,100.80000000000001,3.2,152.,3.4000000000000004,20.,"","",3.4000000000000004,71.2,3.4000000000000004,94.4,3.6,116.80000000000001,7.4,44.800000000000004,"","","","",12.8,112.,15.4,40.,25.200000000000003,112.80000000000001,"","",31.8,66.4,37.4,38.400000000000006,"","","",""
3.4000000000000004,64.,3.4000000000000004,75.2,3.4000000000000004,100.80000000000001,3.4000000000000004,152.,3.6,20.,"","",3.6,71.2,3.6,94.4,3.8000000000000003,116.80000000000001,7.6000000000000005,44.800000000000004,"","","","",13.,112.,15.600000000000001,40.,25.400000000000002,112.80000000000001,"","",32.,66.4,37.6,38.400000000000006,"","","",""
3.6,64.,3.6,75.2,3.6,100.80000000000001,3.6,152.,3.8000000000000003,20.,"","",3.8000000000000003,71.2,3.8000000000000003,94.4,4.,116.80000000000001,7.800000000000001,44.800000000000004,"","","","",13.200000000000001,112.,15.8,40.,25.6,112.80000000000001,"","",32.2,66.4,37.800000000000004,38.400000000000006,"","","",""
3.8000000000000003,64.,3.8000000000000003,75.2,3.8000000000000003,100.80000000000001,3.8000000000000003,152.,4.,20.,"","",4.,71.2,4.,94.4,4.2,116.80000000000001,8.,44.800000000000004,"","","","",13.4,112.,16.,40.,25.8,112.80000000000001,"","",32.4,66.4,38.,38.400000000000006,"","","",""
4.,64.,4.,75.2,4.,100.80000000000001,4.,152.,4.2,20.,"","",4.2,71.2,4.2,94.4,4.4,116.80000000000001,8.200000000000001,44.800000000000004,"","","","",13.600000000000001,111.2,16.2,40.,26.,112.80000000000001,"","",32.6,66.4,38.2,38.400000000000006,"","","",""
4.2,64.,4.2,75.2,4.2,100.80000000000001,4.2,152.,4.4,20.,"","",4.4,71.2,4.4,94.4,4.6000000000000005,116.80000000000001,8.4,44.800000000000004,"","","","",13.8,111.2,16.400000000000002,40.,26.200000000000003,112.80000000000001,"","",32.800000000000004,66.4,38.400000000000006,38.400000000000006,"","","",""
4.4,64.,4.4,75.2,4.4,100.80000000000001,4.4,152.,4.6000000000000005,20.,"","",4.6000000000000005,71.2,4.6000000000000005,94.4,4.800000000000001,116.80000000000001,8.6,44.800000000000004,"","","","",14.,111.2,16.6,40.,26.400000000000002,112.80000000000001,"","",33.,66.4,38.6,38.400000000000006,"","","",""
4.6000000000000005,64.,4.6000000000000005,75.2,4.6000000000000005,100.80000000000001,4.6000000000000005,152.,4.800000000000001,20.,"","",4.800000000000001,71.2,4.800000000000001,94.4,5.,116.80000000000001,8.8,44.800000000000004,"","","","",14.200000000000001,111.2,16.8,40.,26.6,112.80000000000001,"","",33.2,66.4,38.800000000000004,38.400000000000006,"","","",""
4.800000000000001,64.,4.800000000000001,75.2,4.800000000000001,100.80000000000001,4.800000000000001,152.,5.,20.,"","",5.,71.2,5.,94.4,5.2,116.80000000000001,9.,44.800000000000004,"","","","",14.4,111.2,17.,40.,26.8,112.80000000000001,"","",33.4,66.4,39.,38.400000000000006,"","","",""
5.,64.,5.,75.2,5.,100.80000000000001,5.,152.,5.2,20.,"","",5.2,71.2,5.2,94.4,5.4,116.80000000000001,9.200000000000001,44.800000000000004,"","","","",14.600000000000001,111.2,17.2,40.,27.,112.80000000000001,"","",33.6,66.4,39.2,38.400000000000006,"","","",""
5.2,64.,5.2,75.2,5.2,100.80000000000001,5.2,152.,5.4,20.,"","",5.4,71.2,5.4,94.4,5.6000000000000005,116.80000000000001,9.4,44.800000000000004,"","","","",14.8,111.2,17.400000000000002,40.,27.8,112.,"","",33.800000000000004,66.4,39.400000000000006,38.400000000000006,"","","",""
5.4,64.,5.4,75.2,5.4,100.80000000000001,5.4,152.,"","","","",5.6000000000000005,71.2,5.6000000000000005,94.4,5.800000000000001,116.80000000000001,"","","","","","",15.,111.2,17.6,40.,28.,112.,"","",34.,66.4,39.6,38.400000000000006,"","","",""
5.6000000000000005,64.,5.6000000000000005,75.2,5.6000000000000005,100.80000000000001,5.6000000000000005,152.,"","","","",5.800000000000001,71.2,5.800000000000001,94.4,6.,116.80000000000001,"","","","","","",15.200000000000001,111.2,17.8,40.,28.200000000000003,112.,"","",34.2,66.4,"","","","","",""
5.800000000000001,64.,5.800000000000001,75.2,5.800000000000001,100.80000000000001,5.800000000000001,152.,"","","","",6.,71.2,6.,94.4,6.2,116.80000000000001,"","","","","","",15.4,111.2,18.,40.,28.400000000000002,112.,"","",34.4,66.4,"","","","","",""
6.,64.,6.,75.2,6.,100.80000000000001,6.,152.,"","","","",6.2,71.2,6.2,94.4,6.4,116.80000000000001,"","","","","","",15.600000000000001,112.,18.2,40.,28.6,112.,"","",34.6,66.4,"","","","","",""
6.2,64.,6.2,75.2,6.2,100.80000000000001,6.2,152.,"","","","",6.4,71.2,6.4,94.4,6.6000000000000005,116.80000000000001,"","","","","","",15.8,112.,18.400000000000002,40.,28.8,112.,"","",34.800000000000004,65.60000000000001,"","","","","",""
