43.0052	43.0215	61.9291	66.8191	72.0975	63.524	77.4513	63.1834	54.9033	73.1432	44.8954	58.9995	47.8106	33.3061	53.3384	97.4685	89.75	55.9539	51.5912	57.1851	49.4428	70.1733	57.9148	55.5118	38.4882	51.3257	62.8423	54.3743	75.7145	115.6266	86.7735	61.1407	91.2055	75.9264	56.9716	50.7714	46.6444	54.2015	59.181	55.6491	44.2644	45.8875	67.7845	67.1774	54.3364	51.9248	43.7013	46.9929	47.1876	54.8502	54.3333	53.0177	53.1328	45.2598	49.7446	113.6937	165.9749	105.7577	66.3344	76.9322	73.1078	85.9594	188.2989	237.6483	70.7673	61.689	66.2105	53.2558	46.6902	46.0933	44.6085	44.11	39.019	41.4354	42.0627	63.7523	124.3111	101.8887	50.7276	43.6365	44.918	56.6539	49.4386	44.3822	38.4738	35.9875	37.7325	38.9006	41.6826	39.0902	45.7224	42.0133	31.2759	36.5204	44.1298	40.6954	37.2673	36.6938	31.4289	42.8862	40.6114	36.1027	33.4286	31.9047	29.1112	29.8734	32.7114	32.4009	42.3133	58.2	72.119	66.0618	34.122	33.5792	38.1072	36.351	27.7522	31.6589	59.9042	192.994	279.9165	89.802	49.0761	51.2127	61.7169	48.4359	36.2701	35.4906	28.9234	28.0422	32.5405	23.8389	30.2387	46.2773	45.2327	64.3459	44.6061	25.8952	21.3616	26.1633	27.7267	30.6388	37.4573	64.995	118.9151	74.1156	35.4034	27.3192	29.6981	34.0115	31.762	35.7963	32.8633	29.1956	29.6164	30.3066	31.9406	31.4362	28.0563	28.5962	33.9818	41.0694	55.2226	95.1043	116.3454	87.2439	76.7181	110.6569	49.3443	22.1849	25.529	25.4888	36.0016	40.3311	35.3754	74.7841	214.8116	159.3426	42.361	33.235	71.3059	54.7011	53.9914	80.5728	52.3651	32.9661	46.8679	60.9762	52.346	81.247	50.5685
25.8422	33.3723	61.881	58.0668	62.397	57.5067	61.3978	42.9315	46.4915	75.4653	56.0326	44.1179	47.8004	39.0658	46.5708	60.8442	88.4887	64.8024	50.6527	45.3446	52.4582	69.5672	50.386	53.7264	40.9911	40.092	55.6244	54.9093	56.7112	106.8174	80.4327	58.0475	76.9044	69.4707	54.2289	49.8204	44.2321	41.9624	45.8705	48.0894	56.55	59.0392	57.8815	52.7953	50.8916	47.0546	41.9466	43.9829	45.2149	49.5803	62.5407	58.1169	52.5625	48.6422	55.8221	56.6224	113.1553	166.2523	101.5636	82.0848	82.5996	62.5385	92.5335	248.5548	116.8021	47.617	57.4814	57.0322	41.121	38.1322	39.3138	37.9137	43.0352	44.323	42.0006	39.9634	81.3689	131.7211	133.894	70.3933	52.5943	37.1758	34.2787	44.1928	47.3099	44.9159	42.8459	37.0005	37.4228	33.0662	30.2876	33.7957	32.3245	33.6293	41.3421	33.716	36.1418	35.4282	35.5988	44.9291	40.1141	31.5943	30.8948	34.9374	30.3296	31.0719	32.8889	32.5651	43.5142	38.3765	54.8294	89.233	57.423	39.1635	39.0464	37.7816	32.5484	35.8389	56.0593	183.364	238.2324	77.019	45.0215	37.6779	61.8257	46.7048	39.2399	39.5273	29.6206	28.4671	31.022	28.1685	32.321	48.9035	45.3152	52.7867	45.2889	31.5224	25.5116	30.2264	31.1378	29.8659	36.5973	68.7195	113.8786	57.1642	32.5729	35.9708	35.5798	28.466	26.8903	34.9056	35.4901	29.3587	30.8731	24.5709	29.6234	38.9031	32.5853	33.0626	34.7758	46.0737	66.493	90.7939	110.7223	83.7201	80.8842	113.8203	52.6869	28.7387	29.5696	29.2266	32.9475	34.2967	31.7047	70.0935	215.2694	190.2928	58.4182	34.1325	66.9934	48.1841	52.6078	83.2839	52.2586	39.4851	57.0836	58.0379	46.8182	74.2638	45.54
27.0726	35.6105	58.2046	60.2215	61.0083	58.5818	68.5651	47.9891	45.9078	63.9309	68.3984	52.2294	53.0662	50.7497	43.6206	50.3053	74.441	68.6479	45.2949	55.0583	57.8642	69.6762	64.8004	57.758	47.0892	48.1869	44.4423	51.0196	63.9222	119.1832	84.0258	61.9162	98.8152	79.1034	51.5499	40.7643	39.4052	55.6884	56.9247	58.3832	62.5415	48.8488	57.3559	58.2974	41.8322	39.3091	47.0713	39.6641	41.0848	44.3545	47.9658	49.4026	43.143	45.0908	51.7235	53.9931	53.1305	128.1278	146.5402	122.2036	105.378	84.4666	68.9755	211.0457	160.4413	54.2742	45.7112	56.0045	60.8687	48.8898	38.345	31.7242	38.9134	47.5537	43.6007	34.5171	52.7484	67.7919	125.8437	94.9841	45.0051	34.2944	40.2482	43.4509	42.0762	38.0153	40.1373	44.5633	37.603	42.3604	45.6408	37.7301	35.3187	34.1805	39.0811	37.7674	31.3377	36.0464	33.4943	37.4118	44.6788	38.2074	31.0792	37.4248	37.5113	35.997	40.6737	30.6235	43.1581	36.7374	30.1903	58.7371	73.6455	47.4594	36.1192	34.505	36.726	39.361	59.6046	188.194	240.1586	73.3042	41.3774	38.2966	63.9263	55.6821	36.894	27.1028	23.296	26.5767	29.1256	28.1283	34.9933	53.7939	47.0185	59.6942	44.3719	25.5438	23.8292	25.7934	34.9487	27.5384	29.5997	76.5457	130.0688	56.7574	25.552	28.5259	27.1842	23.9097	25.0871	36.0096	38.2244	32.9709	34.7123	31.5861	32.5873	34.5827	31.7386	35.702	33.023	31.9486	42.1183	92.2949	141.9708	75.1125	71.7165	119.7522	58.2248	27.0149	31.2099	25.0648	24.7953	31.359	42.5593	78.79	190.4801	188.332	61.4328	37.4081	70.3183	54.5228	55.0034	78.5983	56.5766	45.8265	53.6271	52.8985	54.5285	75.6468	46.0591
30.9073	40.0773	70.6787	55.3391	53.516	52.3558	56.1128	38.5056	45.7813	51.4792	61.7612	53.5575	44.946	46.4436	39.5478	44.7288	57.6463	74.9045	53.5535	53.2537	61.2613	71.5398	58.5582	43.5959	38.9432	44.0017	47.3426	46.9157	54.2676	107.1753	105.0332	73.7934	88.944	87.9108	59.3889	42.9714	41.7114	43.1544	52.461	53.1753	52.0302	49.7176	53.4285	52.4383	40.3713	41.8679	51.6739	44.4122	40.8577	38.5549	44.4794	46.1406	45.663	40.45	49.1942	56.5097	57.2277	62.799	126.5745	136.1895	128.5811	93.4656	59.9295	75.9222	124.524	51.5937	38.0397	55.0109	62.023	50.0451	46.7589	49.5406	48.2122	40.7906	42.1476	41.0265	40.4643	41.4875	58.5592	119.7789	89.9537	40.1119	35.52	40.4906	47.9868	45.5229	38.8952	40.0424	38.2663	36.4861	38.2176	34.4866	35.3209	36.3373	40.1342	43.4821	39.5112	37.7884	40.8453	34.681	37.1658	31.8078	28.0631	37.8213	35.8074	32.6188	34.6786	38.43	33.4334	27.1779	25.482	30.4853	63.3004	82.2982	50.9545	38.7166	38.5665	38.5061	82.6648	222.4044	209.335	57.4813	36.903	37.0185	60.4012	48.7145	31.8849	31.7611	33.3862	37.8724	38.5003	29.8497	34.6837	52.0756	49.9017	64.8248	46.638	28.1846	32.4667	36.0957	31.6595	32.8984	32.0348	59.7413	103.7072	56.7285	30.5189	36.1159	32.5138	25.7334	28.7087	36.3724	38.5808	31.0918	29.1567	27.0374	33.0236	33.15	31.0998	31.7813	31.2388	28.9801	46.1333	106.4708	125.6791	60.6153	75.0235	129.3123	64.8357	28.9166	26.2657	28.9454	28.5003	27.8206	42.5547	77.1678	188.213	199.1908	67.4728	31.2051	63.2889	53.6343	41.2158	73.8274	63.2706	38.7363	48.8877	57.5126	48.2147	76.9858	50.7034
34.5934	41.7825	56.3593	49.6826	56.7206	54.6912	62.5573	51.5561	54.3095	39.6383	50.7296	63.4976	47.2473	49.2715	50.6156	60.0107	64.0855	65.0267	81.1582	66.8704	59.7508	65.3776	44.5028	35.7822	35.4177	43.2997	53.9311	51.6554	65.2128	100.4688	94.2346	68.6682	92.3311	98.2718	63.5604	46.3713	44.6941	51.4519	48.4389	44.3307	37.9049	42.7455	47.0414	52.6257	49.3565	53.1025	44.6594	48.4232	57.3607	55.8968	56.542	54.5962	44.6129	36.7683	43.8504	55.567	71.5496	52.0526	56.0598	116.394	150.1542	151.6444	96.3527	60.9778	74.6267	45.3784	42.9262	35.7013	42.3341	51.896	51.7198	49.7686	49.3436	44.4287	38.6998	34.5282	36.3073	37.1728	36.4283	64.3883	120.9211	105.2234	52.5534	45.5871	36.9382	40.5526	43.1246	40.3764	39.4672	37.8216	43.3592	42.3979	37.2374	34.6511	40.6642	37.9969	28.3953	27.3028	33.25	40.3219	39.7789	37.2634	30.3978	31.8967	31.1217	36.1412	35.4787	35.8943	43.9939	37.9572	33.1227	40.5658	56.6147	81.5077	81.3191	40.9814	30.4982	49.6311	139.3746	197.3661	134.0483	49.5461	40.0098	39.2867	60.2839	45.9175	37.3052	29.4953	27.7676	29.1615	31.5387	36.6902	38.7298	47.1259	54.8721	68.9214	44.3108	29.2391	29.1979	31.744	32.9212	37.0691	34.06	57.1703	126.5858	66.4139	28.5639	27.1787	26.1088	23.8566	28.6081	32.6847	32.058	30.6921	29.35	23.4203	32.4168	28.1022	32.0019	24.275	23.0405	32.3771	50.0543	126.3012	113.5058	55.1945	69.5845	110.7325	57.4114	32.838	28.6066	28.8049	29.9253	33.5163	42.2263	86.7307	194.409	181.3433	63.1527	31.5519	62.4798	53.8552	41.9655	81.1482	63.1292	32.4265	51.7438	62.2105	47.7072	74.8222	55.5579
37.188	42.4335	66.3614	51.903	50.9809	53.2913	56.5448	48.6503	48.4357	36.8707	37.2106	53.0057	52.8209	51.5029	52.6508	38.566	50.5258	50.1487	65.2869	70.6387	56.902	59.5203	49.5822	48.3039	39.8417	55.0367	48.6727	48.3032	52.2304	79.2987	111.4141	56.26	85.2977	99.0631	64.3653	53.7179	59.0422	49.7318	50.3073	43.8956	42.1192	43.2019	48.8172	57.9406	48.2042	42.3012	46.3425	43.4712	51.8738	50.8087	51.4487	46.6107	41.5133	45.5214	44.889	55.0752	55.0495	48.2603	48.7582	73.8271	143.8555	182.9073	133.9148	64.2007	42.2983	36.5587	46.3812	48.922	52.6316	55.0214	67.0081	56.0169	50.1217	48.9889	43.672	43.1801	51.8062	44.0378	38.0126	44.6799	72.9286	123.1598	72.6094	36.5056	40.0456	37.029	36.4361	40.1121	39.4601	34.1234	36.5858	31.7031	29.6792	32.2138	40.5864	30.3268	28.662	28.1525	28.8693	29.3158	31.7851	36.4627	29.2857	28.5135	28.3071	31.084	36.0255	31.8594	44.7098	42.8521	35.881	31.703	35.1487	56.3288	97.9726	77.2266	44.6042	93.3547	165.6418	150.2333	119.7815	50.7842	40.7171	40.4316	68.1666	54.4825	35.1206	31.03	29.163	25.7325	25.8415	31.0862	46.7367	52.0506	54.6432	63.3175	43.4456	28.647	28.5287	32.7494	31.7364	29.0288	33.0754	57.4874	119.1695	68.78	30.5879	30.9697	27.5512	34.7855	46.4717	48.1579	35.2972	33.8775	32.7857	31.2425	37.1859	32.6148	33.2473	39.9841	32.195	25.8451	34.6614	108.8485	118.7023	47.4769	71.993	114.0214	61.7292	25.3155	24.9975	25.4147	26.1839	28.0536	41.8681	102.04	218.6864	172.1914	55.0624	39.3607	72.2221	54.1067	52.7261	84.6837	55.5423	34.0429	51.4658	56.6395	46.6806	74.6301	46.2866
34.278	40.0265	69.5968	60.0813	60.5043	42.8084	67.3619	65.7372	48.8523	38.3187	33.8011	45.3429	61.0212	52.4506	44.7357	55.3015	74.5634	58.2822	55.8563	72.4635	67.3545	71.3666	49.8912	49.9788	45.8418	65.0347	61.4533	57.3323	63.9208	83.6649	115.8854	62.6551	100.4857	85.4729	54.2978	39.0022	40.7063	42.1128	45.1703	38.1628	42.6063	44.8905	51.0546	54.9852	40.4543	39.2723	43.3267	38.9263	42.1732	49.2004	49.1142	46.3531	47.5857	45.2486	42.2233	44.4813	48.6701	48.7892	44.3059	44.8935	83.3435	177.1062	203.6265	105.5973	42.9817	41.5936	43.0594	42.601	44.9106	41.0712	44.0726	59.0177	44.9846	42.0575	37.1276	40.8955	45.9729	40.952	39.0801	41.267	39.714	68.3967	139.5547	81.9424	46.9647	40.9886	35.8521	34.0001	35.5838	30.0702	31.514	31.7154	33.6757	33.9856	34.2377	26.5649	30.1353	35.6679	37.3517	31.8646	29.9194	29.5992	25.3327	32.2182	31.531	33.0435	33.4611	33.8402	35.907	37.3002	38.8384	33.8537	35.0835	45.4955	63.8974	86.7524	67.4561	116.949	175.0186	124.9646	119.5068	45.6223	36.314	35.8786	54.0631	43.738	27.3165	27.7416	23.8078	30.4176	30.4234	29.9184	30.3151	35.0385	47.3725	59.0281	45.2348	32.4891	28.7476	29.5884	30.6285	26.9034	27.3133	46.5575	109.4743	61.4233	30.1949	31.6776	24.6344	27.167	36.5773	34.0714	31.6454	23.1771	26.6903	23.9875	24.2271	27.8491	29.099	26.3797	23.121	22.2323	27.6129	120.0512	139.3401	58.6195	61.1479	96.4571	75.3507	33.9303	26.2049	27.7776	30.8477	32.0073	38.5843	104.8797	227.3499	134.7779	45.5227	35.3758	46.4058	36.8601	48.639	73.5655	48.8017	36.8869	56.6241	61.9908	51.1299	78.3282	49.1094
31.1403	29.5598	58.1954	63.5013	56.9798	55.047	51.7379	55.8374	48.9892	37.0739	31.9034	42.6921	59.2457	45.5281	45.2381	54.1118	55.6085	57.9394	51.8276	59.6344	54.1103	70.5451	55.1199	46.9003	54.4542	59.4986	51.6345	45.8738	47.5753	89.4339	119.5736	64.223	90.6908	94.4634	58.3571	45.7366	45.563	51.6613	55.0145	47.7512	43.5177	41.0138	48.3379	62.2548	60.8249	56.6288	49.5288	52.9873	52.7395	49.7728	57.3538	45.886	44.8454	44.9643	49.627	50.6479	41.7673	45.3296	48.37	45.7802	48.605	80.4518	151.5921	131.9709	67.9355	40.8256	44.6112	45.9763	41.2684	41.4602	36.8094	40.6871	59.5428	49.7937	37.2786	42.5541	45.2291	39.0967	38.8368	39.3937	36.4623	38.2556	60.2706	142.0672	84.4611	42.0574	41.6929	34.4757	31.0386	32.4994	33.6812	36.3311	35.7945	35.2574	35.3098	33.4503	32.3817	27.0358	33.2631	36.9505	31.5542	33.9369	32.5221	33.8706	23.0525	30.4232	38.3886	32.8681	29.0983	29.0504	34.7526	33.1966	29.7098	31.8376	35.1262	61.9857	97.4692	199.9402	160.2439	93.403	102.47	41.1672	38.8904	40.4348	63.5341	52.6754	38.4573	35.0338	27.339	31.3274	32.6992	27.8493	30.8389	42.6626	43.1623	51.7254	43.7122	25.7136	24.1817	23.6521	27.7466	31.2466	36.6719	59.3951	113.4218	59.6949	28.3396	26.635	20.2351	21.3458	29.1921	38.0444	36.9759	28.5793	27.7336	32.24	32.8917	34.44	30.9184	32.526	30.0896	29.7942	37.5039	101.6277	128.216	48.2577	56.1739	103.4887	72.6619	26.1457	23.9599	31.7284	30.898	23.1814	33.6625	94.5926	242.7716	165.6289	44.1688	29.7535	62.3812	45.9101	44.2132	71.7999	46.8678	32.1829	47.8102	51.4891	46.6993	72.824	54.2687
32.3738	33.6142	61.6139	48.9727	55.3152	48.3979	59.7336	43.449	41.3684	35.9821	33.664	36.8801	50.5757	60.4229	39.4393	41.214	56.9646	46.5012	50.7006	47.6204	52.7651	71.9657	49.4271	54.7408	47.8464	49.1006	43.5511	48.8468	46.1564	70.3133	127.796	66.6656	79.6028	92.6199	59.6676	42.6209	43.0512	48.3853	53.9394	46.1007	47.3345	44.2304	47.3183	51.1636	42.5923	36.6405	41.2007	39.759	45.784	42.0375	50.7143	56.8584	50.7838	41.336	47.5025	49.0303	47.3796	49.0664	43.6358	37.6221	50.6646	56.8109	99.3069	138.0169	138.6106	87.6988	47.0791	38.7364	36.2548	37.6224	33.8266	36.2672	40.778	49.5935	40.3789	42.5512	44.8513	42.5644	45.6663	45.3019	39.9595	38.5653	37.5405	61.7399	135.3409	71.621	40.1057	37.9141	34.6412	35.0987	41.1957	39.8161	34.0167	36.6251	38.6978	32.5702	28.5735	34.68	32.7607	39.7275	31.3227	29.8498	35.2341	36.8397	32.1252	34.2847	37.9242	40.1897	48.2093	40.1367	35.992	29.3446	34.2133	37.211	31.5644	45.1605	108.9949	244.4981	166.697	80.5156	101.8334	41.3112	30.019	35.4457	65.2194	52.0685	34.5053	28.3202	28.4949	33.4241	31.5198	32.9699	31.8635	43.8225	48.9825	56.5639	44.7511	29.4508	21.6618	23.1527	33.864	33.8666	34.9219	61.9835	131.7263	64.0559	34.2558	34.8042	34.0448	33.4177	32.5678	28.7632	29.056	32.0757	36.3658	28.0901	26.7563	26.6855	30.943	38.2822	33.5596	25.1801	26.9136	75.0075	108.4304	51.3594	51.5358	99.6684	90.6016	41.6492	24.4661	22.1653	20.2122	20.4668	35.928	114.6809	251.1821	159.7904	50.3165	40.8505	64.8224	43.9697	50.0785	85.595	61.1176	36.6782	61.4524	60.1681	44.9398	74.2043	48.1109
39.144	41.6486	67.2492	53.9415	62.1504	53.3978	66.7532	53.3204	37.7879	37.6526	43.5585	45.6061	55.9356	67.9547	58.3997	49.8668	62.9828	47.9519	43.841	46.714	48.7668	67.6852	57.1007	56.8451	48.5462	67.5044	60.0857	52.0723	47.9945	53.0163	120.0244	80.0014	91.1504	107.0949	57.938	49.3716	51.4861	59.39	51.8118	51.8394	58.1308	46.8694	50.7015	52.5003	39.3369	47.1458	48.3505	46.7953	35.5495	45.1029	51.1669	44.5522	46.0625	46.0876	44.6345	45.8556	52.6832	50.4825	41.0083	37.388	54.2381	50.413	61.7789	92.636	166.0139	154.7623	72.1303	49.1684	43.8979	33.7492	33.6282	34.8637	46.8949	44.3796	41.9803	38.731	45.1509	41.2747	39.8031	39.6114	36.5258	42.4963	44.2051	47.8025	116.4241	108.4441	48.1422	37.9942	33.8548	33.3418	38.2491	41.2421	36.9422	40.7909	42.5831	33.5622	28.847	28.006	30.8273	37.3575	38.9945	35.0526	36.7919	31.1638	30.171	35.7262	36.4554	33.2596	35.6105	34.5535	34.137	30.4235	33.9766	33.2559	30.2476	37.1292	116.2476	257.3097	125.2533	78.7554	104.5047	50.8553	38.6072	39.7309	55.9732	30.4173	29.9392	29.5653	29.0701	28.1166	38.2937	31.6554	32.4556	42.3638	44.6249	54.1602	49.0449	34.4825	27.3876	25.6111	29.6896	28.5441	21.5606	37.0011	120.2266	81.9238	36.473	32.622	31.7149	27.3707	30.6902	39.6536	39.4114	35.0068	39.6861	30.143	22.7774	25.2068	28.7428	30.6563	37.5453	40.7932	41.5655	81.5885	119.3029	60.7717	57.4971	105.2932	71.2549	38.704	25.6829	20.964	23.3	25.1344	32.1086	85.8399	218.9316	158.7313	46.4157	32.8738	49.4477	36.4403	40.5063	74.7055	65.1896	32.88	50.1037	62.2878	55.7108	74.4382	46.7412
