31.0496	32.2842	38.6393	47.2635	51.0713	46.1452	36.3185	36.6545	40.4681	32.4582	29.3081	32.7922	34.3458	32.7975	29.2622	32.4304	31.8737	30.4876	28.3528	31.9989	34.5147	35.0372	40.4056	40.3338	38.7748	36.4376	38.3233	31.7885	30.9436	32.4868	33.3864	33.3971	32.2073	47.1042	60.6969	42.7946	46.0024	42.5953	34.2782	30.1658	22.6448	27.016	42.7611	56.2365	38.7193	28.3681	54.2935	160.9003	179.5591	51.7611	36.0889	41.3209	50.4254	90.4457	180.3953	99.0695	35.25	32.5469	39.8857	73.1882	120.7032	135.4079	74.0305	39.6827	40.7578	34.3401	36.562	33.8596	38.7699	45.5485	61.9102	59.8396	80.0701	77.7013	55.041	50.3607	60.7689	98.5987	77.0879	59.5947	44.2568	76.288	243.8457	346.1213	268.885	156.0934	45.2801	36.86	40.3663	48.8198	64.3116	84.2773	130.6344	100.0786	68.165	89.8681	87.1133	84.7322	72.717	58.9325	65.6633	137.9666	60.7226	44.3092	44.9396	44.2991	77.1569	81.5351	127.5494	57.4944	67.0123	62.2793	51.0283	40.009	60.4477	95.0642	104.9658	178.7951	110.1362	65.2319	46.9865	73.0686	111.709	192.7875	147.5351	247.3148	310.0263	279.9581	209.0994	199.6956	255.5019	366.6205	564.1162	622.3185	568.0473	587.3639
27.9694	31.6078	41.7507	61.2071	50.8775	28.3011	26.3017	29.2106	31.9267	37.5479	37.0551	32.449	29.8519	32.2385	32.5002	43.1568	40.6688	40.3477	31.8105	30.6343	32.2332	39.0023	38.0834	43.7041	37.4314	40.291	34.0439	32.3253	37.5987	36.0019	31.7742	40.0457	41.6203	51.5465	64.7093	41.7434	39.4697	36.5884	36.5495	43.8149	35.139	27.3628	39.8006	59.5422	36.8196	33.0368	55.5796	156.2696	164.2589	66.1539	41.1944	44.7743	47.5329	83.0122	166.0023	134.4915	57.4245	34.6234	41.5832	79.7886	125.8668	115.5004	70.0544	41.9897	32.7082	31.8799	34.5904	39.7014	45.2256	39.4055	43.6114	60.3159	97.5457	92.071	60.9693	50.4369	54.0257	78.1557	75.455	67.396	50.9337	44.9248	152.6467	344.5585	359.0381	241.8923	81.8257	38.0011	40.8143	50.1645	65.9028	97.2935	143.4482	110.4471	51.2657	97.7693	91.5229	61.3097	78.2798	67.9252	63.4555	139.0866	62.6427	46.6326	48.9526	48.8361	53.0722	78.6231	138.551	58.5109	63.7711	67.1361	61.9003	53.8836	64.7919	81.3757	103.6904	180.1635	127.7779	66.4713	54.3701	77.2234	110.185	191.768	130.068	217.8859	280.2719	257.3242	217.2195	225.7216	264.7627	373.7569	557.7917	630.6742	573.052	600.0965
30.7113	31.3693	34.8764	56.6673	48.4693	34.9963	39.8941	40.3068	35.054	33.1409	28.8691	31.7097	40.5158	43.3553	35.6192	29.3233	37.3733	44.0586	40.3592	31.7683	32.2133	29.1686	30.807	35.5448	35.585	34.8677	31.2186	27.4961	25.0997	31.4177	24.3256	32.1409	47.4037	58.1292	69.3849	47.3677	35.1186	27.2779	28.1482	30.1305	32.9385	41.5228	48.8557	50.1284	39.5933	36.8927	59.6295	159.0218	180.0932	67.1025	37.4567	34.5781	49.6738	73.1245	129.8714	129.0811	58.759	31.0526	44.0781	85.5088	127.1888	125.329	85.6396	38.2581	30.43	35.095	30.6473	40.7199	47.9019	46.9962	65.5169	72.0768	88.2704	85.8685	54.9952	54.5539	61.6338	90.6445	79.319	68.0645	51.6535	39.4315	76.5755	207.9758	337.0775	306.0791	189.2101	58.7943	52.3263	55.9639	61.3924	99.5044	141.4249	96.096	65.0313	100.5614	86.9719	55.9826	90.9067	68.4571	60.6999	129.693	54.3517	34.3235	41.6166	36.1017	77.3401	96.4565	128.7506	51.9675	46.7376	49.6654	51.4864	54.5844	57.4705	52.2834	110.9132	187.1643	119.2109	77.7999	49.2323	70.2682	100.7475	202.8961	128.2074	240.6769	291.8274	261.4222	209.4904	202.9237	241.2414	363.1438	577.7039	636.4796	586.7456	604.6115
37.5205	39.6507	39.8474	56.6714	55.9004	38.6378	44.7623	40.2481	34.0911	38.1019	28.8648	24.7147	31.7899	35.0243	33.154	39.1667	47.1441	44.5872	34.6555	37.5124	36.4843	39.2263	44.4515	36.2289	36.3744	38.2966	33.1296	33.4244	31.006	36.2062	40.1382	40.1409	33.9294	35.4772	61.6822	50.697	36.9006	27.3181	26.7817	38.6948	37.4734	45.2387	50.4988	59.7255	31.496	33.7064	66.4877	164.5816	156.5658	57.4526	33.4709	37.8555	39.9504	78.9726	137.8189	111.5748	60.5266	40.289	46.5015	76.4795	115.6045	112.0739	71.793	40.2927	32.6464	42.8682	46.9236	44.2127	50.5526	53.4158	58.1929	74.1757	87.8311	85.1785	61.7986	53.1697	54.9866	75.385	82.553	59.2948	46.587	41.6801	58.7186	161.5431	305.3539	287.3604	262.4242	86.466	38.9456	53.1087	70.2938	87.8091	141.5988	107.5107	63.37	106.1862	84.4777	45.2089	75.6177	72.5801	69.2399	145.1413	68.9547	40.9328	36.2451	38.1271	63.6243	84.7842	127.9265	53.5782	54.5749	68.2214	52.9619	68.9091	68.5827	55.969	100.5787	206.4583	122.1154	68.3616	50.1404	72.9025	93.0066	172.2349	140.9011	229.9998	291.3503	261.5528	206.028	206.9957	264.6088	375.887	519.8348	607.5496	579.0974	593.4795
33.9956	28.075	36.2056	48.1969	42.9269	30.3067	40.8854	42.0069	36.7791	28.7434	28.4147	35.2585	32.2628	30.9376	38.5737	34.7899	34.3436	36.4535	33.9917	36.7566	39.5244	32.0357	31.6572	31.4017	32.4268	32.5713	25.9698	26.2938	29.0128	28.8503	31.0721	30.8304	27.5974	37.4969	54.4869	38.1593	32.5118	28.3248	31.1281	29.6257	34.9504	38.6578	40.1094	47.8069	40.1162	31.652	62.8372	172.3824	199.4952	65.535	34.413	33.5123	41.218	80.2906	131.6307	119.195	63.1485	38.4668	49.4978	79.5691	110.6504	122.5379	81.0714	40.9348	37.8558	39.387	40.5409	36.8272	37.5173	55.8827	58.4884	53.7528	78.466	67.8025	42.8853	40.7117	56.815	86.6118	83.222	62.4865	44.6201	43.107	70.3349	116.3122	245.5351	297.83	278.1696	147.4423	39.3419	52.719	69.0416	99.3666	164.1848	113.2273	63.0867	110.8566	73.8604	55.5492	94.1887	65.0155	67.0209	130.0949	62.1486	51.8222	54.8819	51.781	68.471	77.468	125.8954	63.905	61.7223	60.304	67.2612	73.2113	52.377	57.0488	82.023	201.1937	121.8023	67.0318	53.0567	67.0686	95.9923	208.0679	146.3174	222.2586	291.7604	240.0745	187.1868	178.779	240.5039	369.14	486.403	564.2118	585.794	606.8003
38.9915	37.7544	38.4493	55.9931	55.701	40.8708	34.8989	37.4804	26.2188	27.4964	37.0416	34.4877	40.6052	37.3374	32.0338	25.6059	31.8757	41.5805	37.9845	36.4248	29.8608	32.493	37.1756	37.0623	36.2399	43.4995	41.4369	33.211	38.019	43.3501	36.0022	33.7687	29.3565	35.272	55.7496	45.2603	35.626	29.93	34.7767	38.878	32.883	35.1292	41.9345	52.0478	36.5231	32.5585	70.9302	172.0538	174.2369	54.0897	42.1529	41.9824	48.9361	86.4018	118.522	97.709	64.5951	34.2437	44.5309	72.5908	114.9792	109.4905	68.0108	44.7357	35.8383	35.9467	31.9112	29.1007	34.7758	65.1312	64.5785	59.4048	87.2356	76.7422	56.4721	51.6787	56.4058	82.0348	81.9244	54.2281	37.309	48.1563	82.3899	97.5522	185.0945	307.3546	275.2615	277.4404	78.7507	56.8577	61.5553	94.4955	133.2776	98.5814	63.1149	97.3922	61.0349	57.3467	75.3539	58.097	57.9948	140.1889	70.9091	39.1039	42.5497	40.0968	70.9026	83.3053	141.3133	62.6524	56.5192	61.3913	62.8344	78.4331	64.0691	68.6239	124.2629	200.0124	102.3322	56.3139	48.4073	77.7947	107.7226	193.6896	135.8883	219.6314	269.7333	249.0788	200.0459	188.0245	252.9286	371.3575	497.2088	606.1642	610.0568	620.5188
32.0492	39.3624	45.9867	58.9842	54.6289	44.476	42.105	37.542	36.0552	35.5966	32.6045	32.8579	31.7704	38.9666	34.0291	28.5464	37.6735	42.1661	36.4225	30.9477	30.0074	31.5183	32.2874	32.697	33.5544	30.1745	25.6795	32.4178	30.4869	32.472	38.3274	37.3974	30.7636	33.5035	55.2994	52.7026	31.0752	28.7903	32.863	33.6681	36.3476	35.8013	45.9184	58.3764	49.4816	40.8322	74.7487	164.6793	171.9783	51.3376	32.9102	32.3534	42.2946	102.0565	115.647	92.1059	73.8094	45.0898	51.0839	71.1449	98.947	106.1805	66.6708	44.0573	46.5551	41.8646	31.5066	26.9414	32.7972	56.5541	64.2626	56.0662	88.7588	81.6172	58.2159	55.8524	56.5894	82.7508	84.2994	61.8869	46.731	48.7645	74.4688	85.1523	111.1235	211.3037	256.0924	250.3203	119.5121	62.2622	65.5727	87.0271	123.4131	94.7173	93.6613	88.9563	56.1441	61.5422	74.1152	73.0802	60.3544	144.2011	63.7321	41.2313	36.7316	40.724	61.052	82.4421	147.175	66.4054	59.3641	55.6026	58.4259	74.7711	58.3037	49.1519	115.7207	190.2234	93.7588	60.6893	55.7342	82.1363	112.6714	214.6118	128.4493	218.7799	294.0022	255.7303	199.055	205.1348	246.8133	339.9124	487.5185	596.0462	620.9415	624.9141
30.9259	38.3275	39.9238	53.4543	47.304	38.5276	31.1138	35.0109	29.9735	27.3312	30.1882	28.5473	25.1269	33.207	32.8523	26.1518	28.4041	36.9536	39.9918	35.9832	35.9266	34.9699	33.9294	38.6067	37.9314	31.1955	21.4553	19.6961	27.8951	36.7749	26.4889	27.589	28.2421	35.4964	48.5324	42.6301	34.9549	34.3903	25.5622	29.211	39.6531	41.4026	45.3315	55.3238	38.6262	33.3485	80.6826	182.6908	161.4251	54.0183	38.7442	37.2181	54.6801	119.4585	130.4863	76.448	79.6369	51.7626	51.7924	79.6593	113.131	114.6611	65.9162	42.1465	43.7041	42.226	38.0762	38.192	41.2247	60.6657	78.8931	69.5911	77.4338	92.5195	72.7593	53.6766	57.2324	84.7398	77.1398	52.0795	45.7903	48.2545	72.1072	90.1544	113.2634	168.3483	253.2931	224.1897	229.8579	75.2159	60.9743	81.1853	124.4162	111.7358	120.7129	85.5435	52.036	57.474	61.536	50.3973	56.3702	124.0591	69.1001	39.8932	39.0857	41.8927	66.9059	97.4867	133.9776	57.3868	50.8618	49.6139	57.5555	76.4173	68.7416	61.933	112.1898	187.4753	106.7353	52.7572	43.7937	64.4294	104.479	197.1185	129.3349	231.1793	265.0025	239.0373	188.9106	203.1787	234.843	326.5258	445.5249	583.2439	660.2769	657.1214
28.3701	33.8509	42.2966	55.522	49.5268	32.6647	29.8778	33.0648	30.2151	29.6589	34.9705	33.4525	29.2511	30.5247	35.9197	33.8107	32.9682	35.467	33.5237	33.2115	33.7237	34.5704	32.6337	38.436	41.6358	35.2291	34.9149	31.7266	32.159	27.7772	28.8927	29.7561	28.9444	30.0626	40.6416	46.9781	38.702	32.4029	32.9563	40.624	35.9319	29.4604	33.9973	60.3126	42.2724	35.8753	46.976	124.9377	175.6681	90.4007	39.0422	32.5472	40.8199	98.2271	132.7164	85.4692	92.9521	55.2486	40.7409	69.8791	109.392	119.9419	65.4028	33.2882	36.1992	40.4007	40.6201	44.0308	44.1004	50.9869	71.3737	62.2333	81.4385	86.1902	54.4363	48.7223	59.6239	109.7405	91.5038	57.1508	40.1713	47.4164	58.8031	86.8526	104.0143	126.5963	248.0898	200.673	225.745	79.1135	57.5507	96.0546	127.8223	98.2374	88.3402	58.8468	44.5651	53.7395	65.835	57.5622	59.1554	117.0147	71.9036	53.948	39.1209	39.9848	65.9919	89.4949	136.8299	55.1869	59.875	55.8411	49.8366	70.3381	55.7664	53.3023	104.2934	193.4616	99.3841	49.4377	50.6961	80.8007	108.2863	200.2514	142.352	224.539	279.5416	258.575	187.2629	190.5147	206.3807	325.3538	468.7085	620.281	670.6083	627.0908
36.6648	28.4339	35.2634	51.8047	44.1507	34.2503	29.7724	30.7956	29.6151	30.4573	24.7462	29.1199	32.4845	32.1837	29.4108	26.0479	31.2934	35.0371	35.2725	30.7258	31.905	35.6671	38.2632	32.3252	33.8739	28.332	26.8562	30.0798	31.8583	35.1382	29.6177	31.7096	29.6836	33.1763	44.1124	58.741	45.482	37.9837	29.3012	24.3043	28.7641	32.299	43.6765	58.316	40.4969	34.6811	41.7774	107.0308	165.6817	111.7702	51.584	39.9282	45.7105	81.3332	131.7246	82.1929	87.1238	55.8513	49.6627	78.2025	104.6488	106.6116	74.9215	44.1486	31.01	31.5549	27.7847	25.8123	40.6255	57.6765	79.4799	65.1616	93.1894	87.8892	45.0454	47.5452	60.2536	96.2196	94.3856	61.4112	41.3317	44.1428	66.2027	85.9777	73.9558	82.0842	188.6038	254.1966	258.4642	163.4562	65.95	96.0263	118.6048	110.3638	78.0278	56.6602	45.6755	53.5189	66.3749	60.7805	53.6501	114.877	71.4578	65.7121	40.6946	36.472	66.6563	80.473	135.6427	50.0779	57.3375	48.6469	49.3588	74.2604	53.8298	57.413	87.3699	178.8004	117.2468	62.6808	47.043	80.3143	102.8111	188.2213	144.9054	205.83	280.1096	268.8949	200.6146	191.8724	230.8092	321.9729	436.6524	539.9376	618.1129	622.8557
