94.0662	202.6041
94.5654	201.9739
95.0646	201.3436
95.5638	200.7134
96.0630	200.0832
96.5622	199.4529
97.0614	198.8227
97.5606	198.1925
98.0598	197.5622
98.5589	196.9320
99.0581	196.3018
99.5573	195.6715
100.0565	195.0413
100.5557	194.4111
101.0549	193.7808
101.5541	193.1506
102.0533	192.5204
102.5525	191.8901
103.0517	191.2599
103.5509	190.6297
104.0501	189.9994
104.5493	189.3692
105.0485	188.7390
105.5477	188.1087
106.0469	187.4785
106.5461	186.8482
107.0453	186.2180
107.5445	185.5878
108.0437	184.9575
108.5429	184.3273
109.0420	183.6971
109.5413	183.0668
110.0404	182.4366
110.5396	181.8064
111.0388	181.1761
111.5380	180.5459
112.0372	179.9157
112.5364	179.2854
113.0356	178.6552
113.5348	178.0250
114.0340	177.3947
114.5332	176.7645
115.0324	176.1343
115.5316	175.5040
116.0308	174.8738
116.5300	174.2436
117.0292	173.6133
117.5284	172.9831
118.0276	172.3529
118.5268	171.7226
119.0260	171.0924
119.5252	170.4622
120.0244	169.8319
120.5235	169.2017
121.0227	168.5715
121.5219	167.9412
122.0211	167.3110
122.5203	166.6808
123.0195	166.0505
123.5187	165.4203
124.0179	164.7901
124.5171	164.1598
125.0163	163.5296
125.5155	162.8994
126.0147	162.2691
126.5139	161.6389
127.0131	161.0087
127.5123	160.3784
128.0115	159.7482
128.5107	159.1179
129.0099	158.4877
129.5091	157.8575
130.0083	157.2272
130.5075	156.5970
131.0067	155.9668
131.5058	155.3365
132.0050	154.7063
132.5042	154.0761
133.0034	153.4458
133.5026	152.8156
134.0018	152.1854
134.5010	151.5551
135.0002	150.9249
135.4994	150.2947
135.9986	149.6644
136.4978	149.0342
136.9970	148.4040
137.4962	147.7737
137.9954	147.1435
138.4946	146.5133
138.9938	145.8830
139.4930	145.2528
139.9922	144.6226
140.4914	143.9923
140.9906	143.3621
141.4897	142.7319
141.9890	142.1016
142.4881	141.4714
142.9873	140.8412
143.4865	140.2109
143.9857	139.5807
144.4849	138.9505
144.9841	138.3202
145.4833	137.6900
145.9825	137.0597
146.4817	136.4295
146.9809	135.7993
147.4801	135.1690
147.9793	134.5388
148.4785	133.9086
148.9777	133.2783
149.4769	132.6481
149.9761	132.0179
150.4753	131.3876
150.9745	130.7574
151.4737	130.1272
151.9729	129.4969
152.4721	128.8667
152.9712	128.2365
153.4704	127.6062
153.9696	126.9760
154.4688	126.3458
154.9680	125.7155
155.4672	125.0853
155.9664	124.4551
156.4656	123.8248
156.9648	123.1946
157.4640	122.5644
157.9632	121.9341
158.4648	121.3058
158.9795	120.6882
159.4942	120.0705
160.0089	119.4529
160.5236	118.8353
161.0383	118.2176
161.5530	117.6000
162.0677	116.9824
162.5824	116.3647
163.0971	115.7471
163.6118	115.1294
164.1265	114.5118
164.6412	113.8942
165.1559	113.2765
165.6706	112.6589
166.1853	112.0413
166.7000	111.4236
167.2147	110.8060
167.7294	110.1883
168.2441	109.5707
168.7588	108.9531
169.2735	108.3354
169.7882	107.7178
170.3029	107.1001
170.8176	106.4825
171.3323	105.8649
171.8470	105.2472
172.3617	104.6296
172.8764	104.0120
173.3911	103.3943
173.9058	102.7767
174.4205	102.1590
174.9352	101.5414
175.4499	100.9238
175.9646	100.3061
176.4793	99.6885
176.9940	99.0709
177.5087	98.4532
178.0234	97.8356
178.5381	97.2179
179.0528	96.6003
179.5675	95.9827
180.0822	95.3650
180.5969	94.7474
181.1116	94.1298
181.6263	93.5121
182.1409	92.8945
182.6556	92.2768
183.1703	91.6592
183.6850	91.0416
184.1997	90.4239
184.7144	89.8063
185.2291	89.1886
185.7438	88.5710
186.2585	87.9534
186.7732	87.3357
187.2879	86.7181
187.8026	86.1005
188.3173	85.4828
188.8320	84.8652
189.3467	84.2475
189.8614	83.6299
190.3761	83.0123
190.8908	82.3946
191.4055	81.7770
191.9202	81.1594
192.4349	80.5417
192.9496	79.9241
193.4643	79.3064
193.9790	78.6888
194.4937	78.0712
