49.7995	43.7361	42.5405	41.1045	44.0151	39.3922	42.2462	45.3284	41.2747	33.8928	36.8626	43.1146	42.5642	47.7022	45.5208	34.1411	33.1691	36.904	33.3908	37.856	35.4071	28.6914	32.7228	39.2145	33.9874	29.9882	33.6248	44.8759	34.657	34.0601	35.7359	38.519	38.2222	53.8029	77.4819	58.7676	55.0295	43.0144	45.1933	38.118	25.7116	28.1258	32.7439	49.01	55.0111	34.2247	25.9513	34.6601	32.6337	29.8271	30.3325	34.8475	48.5763	39.7136	33.4758	27.5144	27.3507	28.3762	30.8271	30.4513	26.236	29.5282	31.6735	29.8271	26.9778	28.0286	34.498	38.8554	38.5689	36.1551	33.8618	46.2792	63.5524	39.753	25.0788	26.5817	31.3754	31.3576	32.8503	25.0196	25.4536	25.2771	56.9995	98.3187	82.5775	93.0138	62.5825	39.8644	31.8898	28.8946	33.8688	32.8647	31.8608	27.9152	34.9743	36.9168	39.24	37.1648	42.0202	37.358	40.3126	48.5422	41.2289	39.9029	50.3575	59.3414	69.3065	67.427	45.4583	41.4285	79.3092	82.4522	46.7349	71.7348	78.7342	109.5169	200.6975	157.3749	83.1759	46.498	32.8992	28.7954	44.637	61.5223	53.5812	77.3769	65.9349	53.4194	102.1872	270.2225
72.8095	38.9199	34.3157	31.5429	30.5671	28.5311	30.7948	35.9381	36.5006	37.3813	37.2917	35.7208	32.7674	35.1883	36.2931	37.334	35.6286	42.2566	37.8148	34.1738	28.7069	28.5633	26.3586	29.0864	31.8309	34.3795	33.1208	47.6547	38.4073	33.2523	36.5223	35.8232	27.8499	37.7602	69.7062	57.1675	50.0173	39.5366	47.4985	47.9453	36.2657	26.1578	29.5073	44.9878	40.9581	34.5824	25.7771	23.7504	25.4484	32.1421	36.1652	35.1377	38.7875	37.8806	38.5866	41.6571	34.571	30.5687	28.6358	31.9931	32.6333	30.0006	31.7422	36.0736	36.1686	36.5719	35.48	34.3623	31.6226	30.0619	33.1743	43.8896	60.4581	44.2944	30.5546	30.3348	32.2441	32.0528	31.1916	27.039	32.7817	46.7978	83.2849	61.4844	67.4225	82.3637	67.8207	44.484	36.167	34.2011	33.6306	28.194	26.4755	33.8267	39.5961	36.8426	39.2512	35.9267	32.5999	41.1773	48.9045	65.8158	46.1054	34.5125	44.2297	54.6579	64.5468	67.2973	39.3858	35.6039	74.6472	73.8977	48.1553	59.9097	70.2451	115.2763	200.6067	136.6534	77.3398	54.0191	33.9438	27.5716	43.0425	60.8872	58.8357	63.4568	54.9384	44.941	99.9797	278.7462
101.0886	52.2609	39.8281	34.6123	38.7563	37.1409	44.0714	51.8811	44.988	41.5549	45.3745	43.8127	36.054	37.3112	46.5724	41.5438	31.9779	34.1143	30.8404	27.0422	31.4165	25.1028	31.3336	30.793	33.7927	38.9009	36.4483	49.2244	37.3447	36.8364	36.9421	36.495	32.6359	40.2676	68.1363	53.8951	45.0558	44.1017	49.5474	49.8049	35.5806	33.708	37.6101	49.5762	43.5676	34.4057	34.9195	28.9122	26.376	31.043	27.4716	31.3385	42.4966	41.3753	42.8295	32.0976	30.2019	32.5051	39.7636	36.0568	37.3058	37.7324	34.4633	38.3314	33.5152	25.9274	28.8471	33.0195	35.0223	37.8708	39.6119	37.4176	44.2052	60.5777	43.8862	35.8478	31.5805	26.6129	25.9988	29.8225	34.5683	58.3955	76.4902	41.0969	45.3934	68.0188	90.6215	67.5144	39.5827	38.0349	37.0532	34.7773	26.5189	25.7804	42.3508	42.872	37.7651	32.5623	38.0386	40.8214	46.6217	46.6929	35.1154	36.3731	40.7833	47.7974	50.9768	59.1216	41.5174	46.0755	75.0854	73.3202	54.9148	69.027	65.8568	98.2448	190.668	160.1086	80.1253	50.6253	33.7399	27.314	37.2638	57.5058	63.5867	69.6014	60.2643	50.1099	106.3792	267.0576
92.0936	61.1117	41.0337	33.7522	41.9129	46.7258	40.9002	31.6522	37.0887	35.6668	36.0377	36.6588	33.0035	35.6953	45.6063	35.9822	26.2807	34.9176	37.2668	30.7415	32.2067	27.9671	32.1507	33.2956	29.6665	30.637	32.9366	41.3117	35.5882	38.7871	35.3457	35.5518	33.3494	45.316	81.4868	61.5563	45.1336	39.2314	46.8443	44.3556	31.85	26.1618	28.6367	53.2143	58.3269	34.6041	29.8936	28.6776	32.8161	28.8328	36.8595	38.99	38.7402	33.6795	36.1658	36.7183	36.5404	28.3168	32.4421	37.4022	31.1254	29.1496	29.79	29.7785	33.7809	38.1652	33.2042	32.7133	37.6249	38.2717	36.0993	29.2337	27.7541	42.867	68.9236	35.4039	31.8627	29.5688	31.0587	32.4018	33.4938	70.2519	55.6415	29.8683	31.5721	62.9453	97.077	77.6686	42.6473	36.8975	33.3958	28.5742	25.4112	29.6613	35.8624	34.2874	31.5668	34.1565	33.9915	36.3128	43.5271	45.4187	37.6332	37.1523	30.9129	42.7366	56.2339	58.9329	43.9704	41.5492	69.7736	68.7298	61.6239	63.822	63.8388	102.8633	218.1934	179.8742	84.7827	48.8866	31.903	29.1132	33.2959	49.4198	74.1714	61.5746	51.1853	51.6181	100.1312	224.5028
78.6052	84.89	45.2257	40.7887	44.1546	38.3839	37.3094	33.8631	33.6215	37.8441	38.8066	37.3851	33.4253	36.3758	41.5204	32.0601	28.13	34.6366	37.5818	32.8554	29.0387	28.38	29.2083	37.4608	35.4448	33.0894	28.9717	52.6386	45.1282	33.9295	34.4135	36.846	38.0698	40.9942	71.34	58.476	50.1327	45.9705	43.9866	41.7047	30.3658	35.3271	39.3875	48.9455	41.5733	36.592	41.0243	37.1666	36.301	31.7063	27.6371	37.7968	42.2319	37.0565	41.1795	45.1777	43.5946	39.3996	34.2672	28.4051	35.1411	35.6244	28.9124	27.651	30.2916	33.7062	33.9581	33.5772	33.4656	36.8005	35.474	33.6409	31.9095	31.7413	36.8073	39.3803	30.3342	27.8461	32.8902	30.8929	36.3209	77.5128	59.7964	38.6111	32.3707	39.8831	68.3179	103.8743	76.8594	48.7011	43.4004	34.4438	34.9525	34.144	30.9212	28.8479	27.9821	35.9307	39.5012	45.1059	41.0229	47.1285	38.4912	36.5574	48.7034	57.1412	54.2595	57.7515	35.4791	32.7647	58.8616	60.7553	53.9193	80.9356	72.0417	106.518	208.392	156.9885	79.9055	50.2183	29.9584	33.2201	36.358	40.7246	70.305	75.383	61.097	54.2201	124.2064	271.4864
61.6013	98.3692	62.1558	35.0652	35.334	43.3551	37.7393	37.5346	30.5253	33.6007	35.8494	36.5805	30.8644	33.0836	41.9518	33.2462	23.4515	32.641	35.0265	35.6525	41.2551	27.3804	28.7791	35.3301	35.0455	31.0138	36.5927	50.2562	39.4052	33.4736	38.6772	33.581	40.0635	50.0188	77.979	65.8102	62.7671	52.8827	47.7721	52.0047	36.7043	29.6661	30.0803	48.1368	48.9679	33.9499	23.6746	25.303	29.6694	33.7903	31.9588	41.1845	47.52	43.1043	37.2097	31.3603	31.2756	35.7399	35.6442	32.524	37.8131	34.5397	26.4094	29.3103	28.4562	27.1048	31.1149	33.6908	37.1641	31.6633	31.501	29.4725	28.8594	32.7024	33.9767	38.9761	41.215	32.5102	31.8423	30.8946	41.3783	71.91	55.6659	37.6809	36.5289	36.1025	63.3267	91.0976	80.9436	43.9584	34.5671	27.6647	28.4711	25.4236	29.1091	32.9658	28.0831	31.1037	31.0918	33.1947	47.3373	53.3355	34.3407	33.9032	43.8292	47.5636	52.1445	62.4365	37.1381	39.3093	69.7064	63.2309	45.4967	57.8658	65.5231	110.4637	195.9773	157.1173	80.9718	51.5911	30.8186	30.2497	29.4473	29.1333	63.6201	73.8529	66.7516	69.3289	123.4809	261.479
40.2634	66.9915	101.5642	52.8051	40.5275	38.9533	43.3435	44.9067	36.8591	28.1534	26.8851	29.8038	36.2992	38.1536	42.8229	41.0656	34.142	38.8926	41.079	35.5785	34.0451	31.1754	33.3294	32.2032	31.9253	34.0899	35.7703	50.27	41.9966	42.6687	35.7148	34.1803	37.9571	47.4633	69.9212	50.6077	50.0255	45.6285	44.2548	47.1145	31.5864	27.4501	31.8334	56.0267	52.5274	34.4936	28.1834	29.7805	28.604	32.7447	37.4051	41.4329	44.7992	36.9794	38.2998	35.4531	34.9297	30.0448	33.6789	38.7242	30.8002	32.3174	31.7537	31.17	31.2877	35.2708	34.3807	32.0699	36.9237	34.3259	29.4722	25.9009	32.0438	33.7883	34.8333	32.6823	39.1208	33.618	26.2337	35.4735	44.4259	66.3976	53.8932	33.7623	28.5461	30.8584	42.1744	67.3338	96.9311	60.7207	36.767	36.8104	27.2313	30.4429	32.2843	29.9409	34.1197	39.6531	34.9489	34.7484	41.9172	50.0232	36.4096	39.2289	42.324	50.2009	53.6255	59.3282	36.0569	34.5946	67.8078	69.5206	47.9184	73.7535	73.7301	97.6605	172.856	140.2419	70.2108	53.9567	41.544	34.4955	35.141	41.4959	60.0404	81.3672	60.4576	52.5182	119.6511	239.2767
33.4482	30.8866	82.742	97.4595	48.8083	37.1261	37.6005	36.7607	30.793	27.2416	39.8895	37.6112	30.5807	33.0839	46.473	41.7883	37.718	37.9565	38.969	28.6832	24.1348	26.6161	30.8619	24.5728	22.3087	24.6952	27.5272	46.821	34.0544	31.3609	35.1972	37.922	39.3869	43.5369	69.3205	50.1002	60.936	59.157	50.9033	51.2013	35.6622	27.251	36.1783	55.5822	43.86	35.9046	47.3432	38.8703	36.7988	33.2904	37.5134	46.9774	53.7472	44.34	35.1032	30.1155	31.6517	32.6136	32.3238	35.4639	42.8633	38.5804	33.7911	34.9839	33.1439	32.3286	34.4604	37.3521	39.3141	37.745	40.1194	36.828	34.6063	32.5734	38.2626	28.5728	25.7049	36.8468	32.9349	27.5959	36.2706	75.448	54.9133	32.0048	29.5145	26.2849	29.5021	49.3725	88.256	85.9409	55.0974	35.4347	30.7864	32.9777	33.6661	34.6362	39.9519	36.1858	31.1555	35.8572	43.1712	51.1562	34.0857	34.4619	46.1069	53.4328	57.1022	64.899	46.8669	46.2763	65.0241	49.7472	46.0019	70.5504	74.5236	104.0004	193.2023	155.9053	80.8146	53.3266	38.8065	40.8102	41.7806	31.5936	50.2004	82.4498	65.5289	58.1625	118.2811	209.118
45.2648	40.7553	41.6176	85.5305	61.6624	44.0568	38.845	36.9242	33.7386	35.0729	35.2517	31.5208	32.9108	35.9797	38.8256	34.9168	32.1028	35.4751	36.0169	27.1816	26.1409	32.6653	37.9842	29.6341	24.3748	30.067	38.7583	48.3642	37.1834	35.5251	43.307	46.6153	38.2236	43.1264	66.2218	56.5349	47.8362	38.0311	39.8239	46.0589	35.7655	27.3614	37.1439	58.9742	49.5467	32.4495	34.8176	33.091	33.3354	31.074	33.2126	44.2402	58.3176	39.0311	39.5639	39.4111	33.6461	32.7638	30.0004	37.3349	34.402	31.5533	29.5883	29.9357	31.6495	32.2938	33.5525	40.8792	40.5508	35.003	30.3441	29.5722	29.9265	32.3201	36.8601	37.7441	31.481	31.6955	40.8314	30.1623	30.8112	67.8381	40.8312	26.5795	34.8225	33.4238	32.8231	43.8501	67.7085	77.7799	66.4766	43.8357	41.11	34.0747	32.0439	35.5443	34.2624	32.6251	31.6768	37.7194	42.9713	45.6289	33.3331	34.7563	41.8015	50.1305	51.0013	45.228	37.825	41.0128	57.3673	46.0765	47.5001	61.486	70.8092	94.3458	168.6544	145.9488	82.1045	47.5525	27.6215	37.764	40.6641	40.1612	45.7662	72.6883	68.0747	68.1128	114.1108	178.4131
33.4303	41.8474	44.6092	52.2355	91.1029	55.3136	36.2811	35.6362	26.4935	34.0471	44.7997	44.8714	38.2275	41.9347	40.5107	32.3078	31.1388	34.4495	33.2134	29.8637	28.5026	29.8202	26.4931	26.5968	28.2	26.6747	31.9095	43.2481	34.8116	29.0286	33.3299	31.825	35.4361	46.2614	75.119	53.7643	48.7173	44.6698	45.8491	51.3308	33.5379	30.0618	39.3887	54.864	40.9253	27.9105	30.0584	32.0336	30.8534	30.2047	31.0199	40.9957	62.1835	39.561	34.5073	27.9896	25.5887	24.6796	32.9862	32.0896	31.4624	30.3745	28.8537	31.8082	29.8235	31.3654	42.7329	43.4049	42.1698	36.789	34.849	41.2556	36.804	32.286	29.5785	28.3704	25.2386	26.3877	32.1324	41.7067	59.6995	70.949	44.0773	36.6658	29.1288	30.7418	32.0265	34.7347	62.1121	88.1315	76.8739	43.8048	29.5794	28.7436	30.6335	33.7356	34.0467	38.6874	41.4973	35.3827	48.1019	53.2828	32.3269	26.2262	30.7882	40.4817	50.6466	57.6793	48.1655	48.9356	63.891	46.2752	52.0195	72.1541	71.3859	95.4237	161.8917	125.4824	74.868	50.1549	36.8252	32.9868	35.5204	33.5859	46.0223	73.0669	65.0737	76.1061	118.5988	174.7107
