70.1706	65.4034	89.0216	83.025	56.0764	59.0746	59.4592	65.0868	83.7973	100.6046	88.9512	77.3765	69.5403	71.1453	57.4352	61.6939	72.8881	67.8877	64.5393	57.7628	66.4284	67.601	79.6488	84.1492	70.9582	65.4632	71.7453	71.7396	67.786	64.7802	98.2424	94.5703	86.2614	73.4364	55.8757	53.7538	74.2409	82.8948	72.7755	58.6407	60.5098	65.7273	58.5992	62.9539	62.5467	62.4473	89.1632	77.6157	60.0915	63.6354	70.8268	85.897	95.2167	85.078	72.9284	78.9883	69.1711	60.5977	67.6628	79.0902	82.7328	94.3621	86.5432	89.3385	78.0289	83.7502	69.671	64.8423	76.6058	84.5846	81.6364	81.7148	77.6432	71.0619	75.311	90.6703	97.276	79.9366	70.5514	71.4585	64.9416	71.7676	82.4544	94.1372	86.8751	72.1809	79.9763	72.2867	57.0752	57.2937	65.7825	79.3127	67.2795	65.6992	60.0322	70.3624	74.0035	72.3952	71.4365	64.5548	66.5676	77.8711	81.781	68.7826	77.0608	82.853	88.9705	103.6803	97.7402	100.667	90.8179	94.2387	105.9324	125.8537	100.0037	84.182	81.943	74.4122	93.1791	107.878	97.8055	92.8935	81.7379	81.0156	93.7335	94.0524	120.2364	130.8473	103.1281	79.2049	70.2304	83.9762	85.1627	68.9813	58.8503	59.9254	61.9772	61.2531	62.0731	60.3291	61.3538	46.8533	55.4006	65.6549	76.5592	105.1688	111.0543	78.2589	49.361	45.5543	48.3095	66.4462	65.6183	52.4103	49.3348	56.6289	44.1781	37.9276	50.3742	48.7675	54.3234	63.0613	68.8884	50.1532	53.2478	62.1542	50.1409	45.4614	58.9386	58.9905	56.6088	64.5046	48.3956	46.3318	57.9849	62.7978	61.6768	68.325	56.5173	46.0947	51.6653	45.5395	55.8931	83.3939	141.7347
61.6092	65.2166	79.1196	71.8886	62.1516	64.0209	52.0354	51.5608	65.2787	62.3812	67.4722	67.7823	61.6086	64.865	75.889	78.5975	74.9694	71.4354	76.1124	59.3179	58.0156	74.8948	86.1957	70.1251	62.7475	59.7357	63.1692	68.2484	67.4708	66.2202	90.8878	81.8573	91.2047	74.3539	53.6043	68.0881	76.1554	81.4353	64.5351	64.3498	64.7205	65.8178	60.8492	54.2202	58.5383	52.2274	69.6481	61.457	62.3933	64.0951	61.298	63.8522	71.0747	73.3397	72.7501	64.8311	59.8208	61.9906	58.2075	62.5188	73.8475	74.1755	73.2299	75.9905	75.0349	68.4499	66.6564	78.407	74.834	84.5229	85.0865	84.1019	82.8226	89.1037	85.445	76.0865	80.9351	83.4714	66.5155	78.2109	67.9265	65.4327	85.6313	96.5184	77.0561	87.2981	89.3329	54.6292	51.8271	58.4523	63.7834	60.9633	72.3291	71.5783	71.5291	56.1638	74.9637	83.2353	63.0024	57.4514	73.6007	80.334	65.7835	55.6905	73.1913	77.2393	100.3961	99.2762	88.2551	101.1519	87.4386	86.3235	90.8761	95.442	86.603	82.8871	78.3918	80.1925	90.5597	91.3489	79.2556	71.5356	76.2644	83.2476	77.4832	86.9904	107.4424	113.67	98.9015	70.732	76.076	92.3934	85.0512	70.228	60.8761	49.4233	43.4969	52.526	54.4841	50.5415	60.9666	47.9191	45.2863	52.2997	60.8441	112.3781	107.5895	70.8094	40.6398	46.8519	56.0702	57.4284	54.8512	56.3297	49.3402	53.9157	47.5915	43.4839	36.9803	36.4092	38.1044	51.746	66.6664	42.827	41.812	59.1015	41.3185	41.362	56.4153	49.5716	49.4454	55.4868	55.8527	50.2538	50.7551	52.1843	50.5779	49.2969	44.0016	47.8286	51.1031	45.3171	56.6505	83.7426	157.2144
61.1181	70.7778	83.8805	66.2207	48.5833	48.4729	51.2367	59.6896	61.7121	52.3033	60.419	62.1332	56.6567	58.6464	68.2259	64.7282	69.9098	62.781	64.6029	53.2802	56.3996	57.9019	75.5079	85.3829	57.996	49.3651	55.6629	66.8552	57.4134	61.3776	73.7389	76.5729	57.0022	63.7151	57.9884	59.2544	62.9079	84.332	69.7703	67.1279	67.6239	68.787	54.667	45.0706	55.3023	68.8856	91.1024	69.3121	58.6496	65.3527	63.6536	69.3644	68.3332	80.4164	67.2076	67.2389	56.3065	60.1358	73.7523	73.3631	82.0914	79.9095	76.2462	71.8971	62.2672	60.1046	62.374	70.7473	68.483	70.6352	77.6269	70.8792	75.4253	79.7816	92.2302	85.6023	82.3349	80.6501	69.5718	68.937	63.9783	58.4924	84.2277	86.232	71.4759	68.2063	62.8642	54.0386	46.1282	54.7101	54.902	58.6764	55.8031	64.982	69.2859	58.8367	56.3793	55.466	58.2431	58.1495	58.7641	53.7752	54.9444	56.9857	58.1645	64.8173	92.8875	80.5971	81.5732	81.9374	82.0856	91.979	94.0225	91.0021	82.1116	81.957	83.5032	67.0408	75.5774	93.0835	90.5442	79.1315	69.1007	68.7105	70.5898	79.2411	98.7518	107.9805	97.2106	66.6438	68.1169	93.0415	69.3829	54.44	48.5322	38.8018	38.6665	42.5479	44.2929	52.4924	61.0736	53.3141	47.1461	46.4595	60.385	93.5645	120.6627	86.0082	43.5743	41.825	48.764	55.9333	48.5833	52.5261	58.0253	48.3501	47.5208	45.6472	44.4276	39.2218	34.2029	47.7889	56.2404	40.9481	45.0229	54.8791	41.2106	49.3464	60.4472	53.087	45.0777	49.3885	40.6739	42.1988	40.6266	49.1365	48.0248	45.2427	41.2322	44.1051	48.5277	44.2318	36.2412	64.8897	149.8994
59.499	58.3217	67.5488	64.9507	67.503	55.4701	55.4425	60.2823	74.7707	64.4592	58.0117	57.3001	54.3774	56.4305	67.4016	64.0539	61.3019	52.5175	60.6871	60.6944	53.1766	62.0776	88.7685	81.5841	58.387	57.0357	60.69	61.6136	64.5522	69.8488	59.9029	72.1043	79.0353	74.1908	53.7427	67.8312	83.3327	73.3647	67.4608	63.4416	55.8432	57.1607	60.704	65.7907	61.0097	53.8814	62.1802	58.8362	63.9561	64.8869	61.7252	55.4397	67.5484	73.3893	66.984	64.9875	57.2501	62.7023	73.1173	67.7346	67.2336	73.1005	72.9624	69.0648	64.2851	59.333	57.324	57.9172	64.1994	81.7669	69.4643	56.4444	72.9654	85.2906	92.8377	82.6814	72.8801	74.0646	72.0148	70.1878	67.0267	65.5313	83.3103	105.2292	94.5469	69.5289	64.8541	57.5491	62.2069	59.9381	50.2292	53.9879	60.6104	55.2711	54.056	55.2766	61.8839	69.8962	58.7024	62.5184	61.0406	61.1305	70.431	54.6734	48.6862	65.4777	93.4859	76.1461	75.032	80.1732	67.7889	87.738	91.1637	81.8414	81.0908	89.323	81.0336	59.0271	75.6283	84.1176	82.3885	82.7714	66.8246	67.2918	69.8443	76.6984	95.8931	98.2154	88.3698	67.0245	69.1126	82.0347	72.721	62.3269	48.3876	43.6715	38.6709	48.957	52.9454	55.171	51.4225	46.0538	44.0888	56.5465	52.4891	74.4522	118.5953	109.8266	48.6115	41.3265	40.6453	51.3251	53.6744	54.5806	60.5003	57.2911	50.5916	36.7435	37.5258	41.0882	42.6973	48.2847	46.8499	39.6463	42.9183	57.7916	44.0703	57.3788	71.1197	63.4783	51.6026	45.519	42.5917	54.8916	55.9467	50.1204	56.1454	57.1232	52.1424	42.1873	44.8635	40.4397	46.0906	73.5126	149.4754
57.3298	56.3969	67.9255	70.8727	69.5017	58.2309	47.5341	52.8845	66.2972	56.5397	68.8742	76.8661	63.1245	67.6641	59.0587	48.3034	51.1233	57.6754	56.1773	50.3056	50.3254	55.8695	73.4802	80.5301	59.1336	55.5753	63.9518	69.9648	61.5238	48.183	55.8194	72.2512	87.342	73.8381	61.5136	54.2322	67.4285	77.7057	67.2245	52.8768	52.7572	51.7781	54.2965	46.2182	58.243	69.3731	73.7781	64.3095	61.3544	79.1765	70.1248	68.8397	66.2187	67.9473	64.7987	64.596	70.4595	63.6891	66.2748	69.9008	69.2786	79.4067	71.6186	61.4065	65.356	55.3469	59.82	55.9337	55.4664	68.2466	74.2983	78.1846	88.4651	72.0723	68.9766	76.631	83.0361	73.5893	59.4084	65.246	67.1264	64.2787	75.9285	97.3623	80.5318	68.4671	73.3	59.8858	44.0396	53.0651	61.0371	53.5765	55.5526	59.3934	58.7591	58.0866	59.1917	78.9466	69.3606	73.6711	68.2028	59.2137	60.9532	49.4898	59.8109	86.4	82.4032	78.4725	82.5415	84.5673	84.9618	86.3276	80.6468	86.4847	93.7268	90.2519	94.831	71.4146	70.3699	77.7629	72.7504	68.9954	70.6623	76.0632	75.8512	84.2409	102.6845	99.3277	94.3198	69.9016	65.0842	84.8835	73.6286	60.0953	56.6195	55.8022	57.4438	65.3121	59.2427	62.1589	48.3715	43.8299	52.5894	52.2194	45.5351	63.3957	127.1218	126.3415	61.3215	47.7519	54.2088	55.442	46.6523	58.659	57.3407	44.227	43.9477	40.5599	39.9161	40.6243	40.9235	45.6667	46.2428	42.7246	43.005	62.0285	55.3575	54.4354	54.1788	52.0718	47.7245	41.0135	34.7297	51.4328	55.4626	53.3871	51.5998	54.4748	51.8562	49.5395	50.8542	45.6221	50.4941	60.3124	126.6019
69.9476	68.2115	66.1919	63.8241	47.34	49.0704	52.4142	53.1622	60.3008	72.2707	80.3573	74.2522	66.7907	80.2754	74.1147	71.9092	70.9788	51.2092	54.653	54.1175	53.3665	67.1912	70.1563	73.4416	60.1303	46.5865	61.5256	64.7297	51.2054	55.006	50.8253	50.7977	87.0862	75.5615	57.2059	47.7013	43.3255	53.6877	55.5922	46.5668	48.3066	43.912	46.1094	59.8762	66.0488	61.3952	80.4409	64.2107	56.0852	64.4596	62.0113	50.7853	58.2012	70.4052	65.0231	61.0829	64.905	63.8808	64.2166	57.6272	73.7966	72.7934	71.1167	79.4177	62.2141	60.9041	68.5591	57.4607	50.538	66.3133	64.7206	58.855	71.0501	87.9349	90.9234	85.7071	73.324	69.068	70.2684	66.9084	56.4793	53.9282	74.302	89.0727	75.477	66.3091	58.2637	58.3361	60.9709	55.5973	59.7476	53.0144	43.9166	56.1421	53.794	56.0209	63.7385	80.1439	61.088	60.2902	61.536	65.6931	64.6023	67.6625	79.7598	101.6715	77.3543	75.0941	79.5921	80.3378	72.3964	71.6295	76.0354	86.9666	75.4712	67.3572	66.8496	62.031	81.993	88.7229	85.8018	75.3147	65.9641	66.5776	79.8661	98.8503	117.234	111.0402	89.5	69.4619	70.8102	78.4185	64.4316	60.8715	58.1779	47.7054	46.0438	57.2356	54.7808	49.1577	53.8138	51.1861	46.4164	43.0588	50.3292	58.6596	104.0331	123.0478	67.6975	41.7103	49.7717	56.4182	53.8656	54.4183	62.0917	50.1142	44.3692	43.1403	40.7709	29.5403	28.4847	41.705	51.7775	47.3238	49.2866	59.3934	51.2233	53.8562	59.6139	49.9837	46.6608	51.0229	40.1738	46.1668	49.4756	46.6479	36.977	37.7626	38.3608	36.8671	53.4972	53.6409	40.6198	71.3528	149.4738
63.4022	56.6637	53.4416	59.8331	59.4231	56.0699	60.68	56.4278	49.1815	63.407	64.8237	57.1711	49.1115	53.558	60.1477	57.2014	63.7437	56.0613	57.6045	44.84	45.9603	61.976	70.0294	70.277	51.7844	51.2111	62.5738	62.5973	63.2519	55.9934	48.5093	55.2857	79.9339	82.261	56.2594	54.3084	63.6301	59.9814	57.8858	50.2976	57.6632	60.1239	53.8204	51.8098	54.4057	65.6253	67.4133	57.8732	52.2181	56.4921	62.504	64.7197	66.3349	74.6391	53.8709	49.2803	61.7242	63.7733	62.2895	64.2633	66.7213	73.3125	73.2521	68.3346	67.0474	60.5336	60.5444	57.0794	64.053	70.4097	72.6682	59.1252	68.8331	77.1145	85.1774	88.6581	71.9857	73.4669	70.8281	66.0469	69.8531	72.3172	88.103	103.6409	75.5385	58.0007	62.7085	58.608	54.9654	53.1636	55.984	59.6213	59.8114	62.9472	58.9169	50.4594	57.868	66.2042	58.0462	66.4043	66.3854	77.9574	76.9073	65.5043	84.6211	63.3707	60.1572	75.2205	77.84	71.5304	73.4496	74.3786	80.1698	78.3842	81.2751	85.2612	74.0075	57.2075	64.9836	85.0946	90.7928	80.5315	68.1078	59.6217	56.9632	66.1392	97.3458	114.4763	88.2351	57.8765	66.8955	81.5822	74.5548	68.5267	50.4046	43.1754	42.7483	51.9134	52.6925	51.9226	55.744	48.6008	55.3032	47.0865	44.3767	49.6652	94.2055	119.9149	84.4961	47.6693	27.0714	39.9538	42.672	51.8688	57.2831	58.197	48.5806	35.997	39.6158	37.0622	33.0563	40.9527	48.7521	49.2134	50.6581	50.7674	45.7119	50.8924	63.1587	46.2913	37.0655	49.7501	46.1817	48.1707	44.8804	37.2357	42.7866	51.258	42.9399	51.079	62.0231	45.8843	45.0573	83.2969	150.1883
55.4212	58.0441	65.0424	56.9366	51.693	48.8411	39.7799	56.5411	61.5089	65.3376	58.7636	54.3376	47.6375	52.3801	63.0985	61.7967	60.9753	48.1925	62.0787	62.9045	57.8903	58.5713	55.4304	63.3194	60.8544	54.9396	62.6271	58.9788	58.1001	50.6508	46.1329	55.2598	66.8224	79.4567	54.5666	52.4149	52.1721	52.9972	57.7659	52.4183	48.3491	54.1613	64.8675	61.1917	60.3927	60.1961	65.1146	50.7805	47.2047	63.9518	55.7123	54.839	60.8151	56.2285	58.4778	60.3389	61.9958	73.3602	73.8928	62.3441	70.5068	69.671	62.2704	59.4605	59.0886	59.9712	57.3028	58.2798	59.1624	74.1192	63.3886	52.777	57.2026	76.3749	65.8685	82.7025	83.6508	70.918	56.5185	59.9676	59.3586	64.8619	88.7255	93.511	66.6346	55.5995	53.2989	54.6694	57.226	61.0921	61.0373	53.7961	67.9032	68.7314	56.638	60.9622	63.9353	67.3177	53.2957	54.9366	62.853	67.2431	60.9261	68.6833	80.2563	53.7116	55.1973	66.9789	64.0863	55.3455	61.8363	79.7283	83.8581	90.8953	84.3886	81.7812	65.9853	50.8161	63.6444	78.9134	85.2127	79.2027	71.6654	72.9595	74.1495	83.1786	94.0924	87.9071	76.8882	65.4438	70.002	72.829	67.8069	57.0364	49.0686	45.7927	44.7887	62.7643	63.3523	53.1862	49.194	47.5111	47.9212	48.5052	46.7456	54.966	78.383	122.3998	94.233	49.288	33.5637	36.4138	42.7603	45.7245	48.2048	46.9729	44.8559	40.1338	43.4265	41.2173	39.4324	46.2947	50.5653	43.4377	37.6868	52.9086	40.1957	37.3664	49.2774	52.2556	56.7734	49.6339	36.7252	39.2187	40.9714	33.7742	36.1684	43.0431	36.6674	45.993	57.4435	43.9802	39.2087	65.0226	132.2798
51.6438	47.3197	66.2705	69.0885	47.9193	48.6496	38.9052	41.7729	50.9029	58.044	56.0082	57.1055	46.7994	56.7894	57.2705	66.1818	74.2771	59.4023	53.6464	52.4142	45.017	44.1576	54.9568	66.2678	58.0565	53.6168	54.8913	60.064	56.2094	60.1708	65.8675	68.2253	92.0395	86.0703	56.6581	53.6178	57.8455	56.981	54.5614	56.9773	46.3539	40.5719	45.1227	53.7799	48.1087	47.0731	67.0283	58.3324	60.353	74.8842	61.4618	49.8344	45.723	51.2395	54.2795	60.7675	64.8806	66.471	61.5808	62.8245	67.0087	57.2514	57.6646	48.79	56.521	60.9577	60.151	53.5122	58.5727	64.6038	64.7273	62.0653	62.3899	70.0071	69.1998	68.4757	63.7679	67.6001	54.4115	59.0108	54.5265	61.5081	70.6281	90.7582	71.0141	65.3441	56.9078	46.331	41.4702	42.2909	44.0908	39.735	47.7822	56.8591	64.1274	53.3732	59.1621	58.6678	63.2267	68.6548	58.3779	64.7747	74.7831	68.9344	71.3591	55.7601	62.2621	80.2523	85.9994	82.0658	75.9245	69.0245	73.8782	76.8773	70.2175	62.9315	66.9387	57.5525	67.1012	86.708	80.3686	66.6972	56.8618	65.4926	73.4764	73.7043	97.4342	104.8125	86.8618	60.116	62.3204	74.3636	68.9469	63.8568	53.3063	43.6178	46.7027	56.2632	56.1099	45.6894	53.9468	53.0958	50.7124	48.7853	45.8165	42.2559	73.0373	130.1046	89.4096	50.5575	37.9568	52.806	46.9633	44.799	44.5814	46.8611	44.8742	37.2433	35.5116	36.0779	33.4466	36.5721	45.5682	43.0948	40.8766	43.284	43.7853	39.9625	38.7213	40.4749	40.6451	45.7614	35.3921	36.3328	40.9637	36.797	48.3411	54.4506	49.4194	45.1084	48.0096	35.9788	36.0863	69.375	118.4218
62.2338	63.37	69.8976	64.9128	48.9308	53.5322	51.0742	42.4131	41.2521	55.4366	63.0041	62.6378	48.2645	55.2432	60.4878	58.4827	47.9244	44.775	53.3322	47.2608	50.1391	57.5988	67.7434	73.1395	62.1359	49.3146	44.6714	47.495	51.5843	44.915	47.9847	54.1893	79.5913	77.3521	58.9607	44.3089	63.915	63.7864	67.0504	56.4034	46.7672	55.3377	59.2437	56.7566	50.9407	58.5463	66.4073	47.0389	53.2234	66.1072	64.9915	54.3858	51.9645	65.4906	62.7712	69.8091	63.4369	76.7848	74.0826	64.4502	70.6119	77.9287	68.5864	59.1208	53.659	56.8669	57.2994	54.0634	48.6539	52.2365	54.1882	53.7134	66.7835	78.5248	76.8425	76.1426	76.2093	60.3701	51.3142	59.2451	55.9048	56.232	90.8092	104.3861	71.5351	69.2342	66.3334	58.6635	48.7492	51.2047	52.0916	50.853	47.3487	66.0706	69.7283	57.4948	54.1144	69.2548	60.0525	57.0885	73.5542	71.202	64.8811	71.9014	75.6205	62.4369	65.8108	63.7214	62.9525	70.6327	77.7422	84.4846	84.5046	79.9054	62.3638	57.1183	52.5276	63.0541	79.6153	81.1052	74.197	65.6681	53.9392	61.0471	72.8369	75.538	89.8742	91.1108	91.1983	72.8992	69.8952	77.7677	56.6919	53.4042	45.8149	44.5522	45.7191	62.2305	54.9255	42.6516	53.354	43.8734	43.7249	43.8356	45.1451	41.4793	78.8003	123.6596	98.7667	67.05	43.3277	50.3656	52.6256	40.7283	40.5989	53.1083	49.5397	34.3045	37.2943	37.7147	39.5261	45.1365	55.0527	47.9886	41.2735	40.4268	34.8485	38.0143	45.9605	40.813	42.9473	49.6066	41.8076	42.432	40.827	38.9862	34.8998	42.3495	39.9955	38.8922	50.1742	41.3017	45.1406	78.629	120.2752
