99.6912	98.0833
100.3730	97.6572
101.0547	97.2311
101.7365	96.8050
102.4182	96.3789
103.1000	95.9528
103.7818	95.5267
104.4635	95.1006
105.1453	94.6745
105.8270	94.2484
106.5088	93.8223
107.1905	93.3962
107.8723	92.9701
108.5540	92.5440
109.2358	92.1179
109.9176	91.6918
110.5993	91.2657
111.2811	90.8396
111.9628	90.4135
112.6446	89.9874
113.3264	89.5613
114.0081	89.1352
114.6899	88.7091
115.3716	88.2830
116.0534	87.8569
116.7351	87.4308
117.4169	87.0047
118.0987	86.5786
118.7804	86.1525
119.4622	85.7264
120.1439	85.3003
120.8257	84.8742
121.5074	84.4481
122.1892	84.0220
122.8710	83.5959
123.5527	83.1698
124.2345	82.7437
124.9162	82.3176
125.5980	81.8915
126.2797	81.4654
126.9615	81.0393
127.6433	80.6132
128.3250	80.1871
129.0068	79.7610
129.6885	79.3349
130.3703	78.9088
131.0521	78.4827
131.7338	78.0566
132.3163	77.5025
132.8757	76.9251
133.4351	76.3476
133.9945	75.7702
134.5539	75.1928
135.1133	74.6153
135.6727	74.0379
136.2321	73.4605
136.7915	72.8830
137.3509	72.3056
137.9102	71.7282
138.4696	71.1507
139.0290	70.5733
139.5884	69.9958
140.1478	69.4184
140.7072	68.8410
141.2666	68.2635
141.8260	67.6861
142.3854	67.1086
142.9448	66.5312
143.5042	65.9538
144.0636	65.3763
144.6229	64.7989
145.1823	64.2215
145.7417	63.6440
146.3011	63.0666
146.8605	62.4892
147.4199	61.9117
147.9793	61.3343
148.5387	60.7568
149.0981	60.1794
149.6575	59.6020
150.2169	59.0245
150.7763	58.4471
151.3357	57.8697
151.8950	57.2922
152.4544	56.7148
153.0138	56.1373
153.5732	55.5599
154.1326	54.9825
154.6920	54.4050
155.2514	53.8276
155.8108	53.2502
156.3702	52.6727
156.9229	52.0889
157.4584	51.4892
157.9938	50.8895
158.5293	50.2898
159.0647	49.6901
159.6002	49.0904
160.1357	48.4907
160.6711	47.8910
161.2066	47.2913
161.7420	46.6916
162.2775	46.0919
162.8129	45.4922
163.3484	44.8925
163.8838	44.2928
164.4193	43.6931
164.9547	43.0934
165.4902	42.4936
166.0256	41.8939
166.5611	41.2942
167.0965	40.6945
167.6320	40.0948
168.1674	39.4951
168.7029	38.8954
169.2383	38.2957
169.7738	37.6960
170.3092	37.0963
170.8447	36.4966
171.3801	35.8969
171.9156	35.2972
172.4510	34.6975
172.9865	34.0978
173.5219	33.4981
174.0574	32.8984
174.5928	32.2987
175.1283	31.6990
175.6637	31.0992
176.1992	30.4995
176.7346	29.8998
