"Negative","Stationary","Positive"
-0.24200000000000002,0.021,2.37
-1.796,0.,1.788
"",0.08900000000000001,2.275
"",0.08900000000000001,3.077
"",0.,""
"",0.,""
"",0.,""
"",0.,""
"",0.,""
"",-0.043000000000000003,""
"",0.,""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
