"Negative","Stationary","Positive"
-0.364,-0.02,0.4
-0.16,0.,""
"",0.02,""
"",0.024,""
"",0.,""
"",0.,""
"",-0.051000000000000004,""
"",-0.021,""
"",0.,""
"",0.,""
"",0.,""
"",0.,""
"",-0.05,""
"",-0.012,""
"",0.,""
"",0.,""
"",0.,""
"","",""
"","",""
"","",""
