"Negative","Stationary","Positive"
-2.222,0.,0.75
"",0.,0.505
"",-0.028,0.167
"",-0.046,0.308
"",-0.047,""
"",0.,""
"",0.,""
"",-0.053000000000000005,""
"",0.,""
"",-0.07300000000000001,""
"","",""
"","",""
"","",""
"","",""
"","",""
